-DOCSTART- -X- -X- O U

Bolton NNP B-NP B-ORG U
21 CD I-NP O U
11 CD I-NP O U
8 CD I-NP O U
2 CD I-NP O U
43 CD I-NP O U
28 CD I-NP O U
41 CD I-NP O U

Sheffield NNP B-NP B-ORG U
ilnitcd NNP I-NP I-ORG M-2
ze CD I-NP O M-2
11 CD I-NP O U
u CD I-NP O M-1
4 CD I-NP O U
38 CD I-NP O U
20 CD I-NP O U
39 CD I-NP O U

Barnsley NNP B-NP B-ORG U
21 CD I-NP O U
10 CD I-NP O U
8 CD I-NP O U
3 CD I-NP O U
ft CD I-NP O M-2
26 CD B-NP O U
38 CD I-NP O U

Ccyctal NNP B-NP B-ORG M-2
Palace NNP I-NP I-ORG U
21 CD I-NP O U
9 CD I-NP O U
8 CD I-NP O U
4 CD I-NP O U
46 CD I-NP O U
22 CD I-NP O U
35 CD I-NP O U

Wolvechamptori NN B-NP B-ORG M-2
21 CD I-NP O U
9 CD I-NP O U
6 CD I-NP O U
f CD I-NP O M-1
29 CD I-NP O U
21 CD I-NP O U
33 CD I-NP O U

Tranmere NN B-NP B-ORG U
22 CD I-NP O U
9 CD I-NP O U
z CD I-NP O M-1
i CD I-NP O M-1
31 CD I-NP O U
26 CD B-NP O U
32 CD I-NP O U

Norwich NNP B-NP B-ORG U
20 CD I-NP O U
y CD I-NP O M-1
k CD I-NP O M-1
6 CD I-NP O U
27 CD I-NP O U
21 CD I-NP O U
32 CD I-NP O U

Birmingham NNP B-NP B-ORG U
22 CD I-NP O U
8 CD I-NP O U
8 CD I-NP O U
6 CD I-NP O U
uq CD I-NP O M-2
21 CD I-NP O U
32 CD I-NP O U

Oxford NNP B-NP B-LOC U
22 CD I-NP O U
8 CD I-NP O U
6 CD I-NP O U
8 CD I-NP O U
27 CD I-NP O U
nn CD I-NP O M-2
30 CD B-NP O U

Stoke VB B-VP B-ORG U
20 CD B-NP O U
8 CD I-NP O U
6 CD I-NP O U
6 CD I-NP O U
27 CD I-NP O U
30 CD B-NP O U
30 CD I-NP O U

Swindon NN B-NP B-ORG U
22 CD I-NP O U
o CD I-NP O M-1
2 CD I-NP O U
11 CD I-NP O U
xu CD I-NP O M-2
28 CD I-NP O U
29 CD I-NP O U

enarlton NNP B-NP B-ORG M-2
21 CD I-NP O U
9 CD I-NP O U
2 CD I-NP O U
10 CD I-NP O U
th CD I-NP O M-2
xj CD I-NP O M-2
29 CD I-NP O U

Huddersfield VBN B-VP B-ORG U
22 CD B-NP O U
7 CD I-NP O U
j CD I-NP O M-1
8 CD I-NP O U
25 CD I-NP O U
28 CD I-NP O U
il CD I-NP O M-2

Queens NNP B-NP B-ORG U
Park NNP I-NP I-ORG U
Rangec5 NNPS I-NP I-ORG M-2
22 CD I-NP O U
7 CD I-NP O U
7 CD I-NP O U
8 CD I-NP O U
25 CD I-NP O U
jh CD I-NP O M-2
zp CD I-NP O M-2

Port NNP B-NP B-ORG U
Vale NNP I-NP I-ORG U
xu CD I-NP O M-2
k CD I-NP O M-1
10 CD I-NP O U
6 CD I-NP O U
19 CD I-NP O U
22 CD I-NP O U
28 CD I-NP O U

Ipswich NNP B-NP B-ORG U
22 CD I-NP O U
6 CD I-NP O U
8 CD I-NP O U
8 CD I-NP O U
27 CD I-NP O U
pb CD I-NP O M-2
26 CD B-NP O U

Manchester NNP B-NP B-ORG U
City NNP I-NP I-ORG U
ib CD I-NP O M-2
x CD I-NP O M-1
2 CD I-NP O U
12 CD I-NP O U
26 CD B-NP O U
35 CD I-NP O U
rf CD B-NP O M-2

Portsmouth NNP B-NP B-LOC U
22 CD I-NP O U
7 CD I-NP O U
5 CD I-NP O U
10 CD I-NP O U
25 CD I-NP O U
29 CD I-NP O U
26 CD B-NP O U

Reading VBG B-VP B-ORG U
22 CD B-NP O U
7 CD I-NP O U
c CD I-NP O M-1
kb CD I-NP O M-2
25 CD I-NP O U
33 CD I-NP O U
26 CD B-NP O U

West NNP B-NP B-ORG U
Bromwich NNP I-NP I-ORG U
20 CD I-NP O U
5 CD I-NP O U
9 CD I-NP O U
6 CD I-NP O U
26 CD B-NP O U
31 CD I-NP O U
24 CD I-NP O U

Southend NNP B-NP B-ORG U
22 CD I-NP O U
5 CD I-NP O U
9 CD I-NP O U
8 CD I-NP O U
cd CD I-NP O M-2
36 CD I-NP O U
24 CD I-NP O U

Grimsby RB B-NP B-ORG U
22 CD I-NP O U
5 CD I-NP O U
6 CD I-NP O U
11 CD I-NP O U
mq CD I-NP O M-2
41 CD I-NP O U
21 CD I-NP O U

Bradford NNP B-NP B-ORG U
xm CD I-NP O M-2
m CD I-NP O M-1
a CD I-NP O M-1
11 CD I-NP O U
21 CD I-NP O U
37 CD I-NP O U
cu CD I-NP O M-2

Oldham NNP B-NP B-ORG U
22 CD I-NP O U
4 CD I-NP O U
8 CD I-NP O U
zb CD I-NP O M-2
23 CD I-NP O U
28 CD I-NP O U
20 CD I-NP O U

Divisibh NNP B-NP O M-2
Two CD I-NP O U

Brentford NNP B-NP B-ORG U
22 CD I-NP O U
11 CD I-NP O U
7 CD I-NP O U
4 CD I-NP O U
35 CD I-NP O U
23 CD I-NP O U
40 CD I-NP O U

Millwall NNP B-NP B-ORG U
22 CD I-NP O U
sz CD I-NP O M-2
7 CD I-NP O U
y CD I-NP O M-1
32 CD I-NP O U
22 CD I-NP O U
40 CD I-NP O U

Borv VB B-VP B-ORG M-2
21 CD B-NP O U
11 CD I-NP O U
6 CD I-NP O U
4 CD I-NP O U
33 CD I-NP O U
20 CD I-NP O U
39 CD I-NP O U

Luton NN B-NP B-ORG U
21 CD I-NP O U
11 CD I-NP O U
4 CD I-NP O U
6 CD I-NP O U
34 CD I-NP O U
25 CD I-NP O U
37 CD I-NP O U

Burnley RB B-NP B-ORG U
22 CD I-NP O U
11 CD I-NP O U
4 CD I-NP O U
7 CD I-NP O U
30 CD B-NP O U
22 CD I-NP O U
hs CD I-NP O M-2

Chesterfield NNP B-NP B-ORG U
21 CD I-NP O U
11 CD I-NP O U
4 CD I-NP O U
6 CD I-NP O U
22 CD I-NP O U
16 CD I-NP O U
37 CD I-NP O U

S1ockpori VB B-VP B-ORG M-2
22 CD B-NP O U
10 CD I-NP O U
y CD I-NP O M-1
6 CD I-NP O U
29 CD I-NP O U
25 CD I-NP O U
36 CD I-NP O U

Watford NNP B-NP B-ORG U
21 CD I-NP O U
j CD I-NP O M-1
r CD I-NP O M-1
3 CD I-NP O U
hm CD I-NP O M-2
18 CD I-NP O U
36 CD I-NP O U

xrexkam UH B-INTJ B-ORG M-2
20 CD B-NP O U
9 CD I-NP O U
8 CD I-NP O U
3 CD I-NP O U
27 CD I-NP O U
yn CD I-NP O M-2
gx CD I-NP O M-2

Crewe VB B-VP B-ORG U
gq CD B-NP O M-2
11 CD I-NP O U
1 CD I-NP O U
9 CD I-NP O U
29 CD I-NP O U
21 CD I-NP O U
34 CD I-NP O U

Bristol NNP B-NP B-ORG U
City NNP I-NP I-ORG U
21 CD I-NP O U
9 CD I-NP O U
m CD I-NP O M-1
6 CD I-NP O U
36 CD I-NP O U
23 CD I-NP O U
33 CD I-NP O U

Bristol NNP B-NP B-ORG U
Rovers NNP I-NP I-ORG U
22 CD I-NP O U
a CD I-NP O M-1
7 CD I-NP O U
8 CD I-NP O U
22 CD I-NP O U
23 CD I-NP O U
28 CD I-NP O U

Shrewcbnry RB B-NP B-ORG M-2
lr CD I-NP O M-2
7 CD I-NP O U
6 CD I-NP O U
9 CD I-NP O U
26 CD B-NP O U
su CD I-NP O M-2
27 CD I-NP O U

York NNP B-NP B-ORG U
el CD I-NP O M-2
z CD I-NP O M-1
5 CD I-NP O U
9 CD I-NP O U
23 CD I-NP O U
29 CD I-NP O U
26 CD B-NP O U

Blackpool NNP B-NP B-ORG U
22 CD I-NP O U
b CD I-NP O M-1
ob CD I-NP O M-2
7 CD I-NP O U
22 CD I-NP O U
24 CD I-NP O U
25 CD I-NP O U

Walsall NNP B-NP B-ORG U
21 CD I-NP O U
7 CD I-NP O U
4 CD I-NP O U
10 CD I-NP O U
21 CD I-NP O U
25 CD I-NP O U
25 CD I-NP O U

Gillingksm NNP B-NP B-ORG M-2
ba CD I-NP O M-2
7 CD I-NP O U
4 CD I-NP O U
11 CD I-NP O U
21 CD I-NP O U
27 CD I-NP O U
25 CD I-NP O U

Preston NNP B-NP B-ORG U
22 CD I-NP O U
7 CD I-NP O U
4 CD I-NP O U
11 CD I-NP O U
21 CD I-NP O U
27 CD I-NP O U
25 CD I-NP O U

Bournemouth NNP B-NP B-ORG U
22 CD I-NP O U
7 CD I-NP O U
4 CD I-NP O U
11 CD I-NP O U
wb CD I-NP O M-2
27 CD I-NP O U
ep CD I-NP O M-2

Plymouth NN B-NP B-ORG U
22 CD I-NP O U
5 CD I-NP O U
8 CD I-NP O U
9 CD I-NP O U
kw CD I-NP O M-2
od CD I-NP O M-2
jj CD I-NP O M-2

Feterhorough NNP B-NP B-ORG M-2
zj CD I-NP O M-2
4 CD I-NP O U
8 CD I-NP O U
10 CD I-NP O U
bm CD I-NP O M-2
41 CD I-NP O U
20 CD I-NP O U

Notts NNP B-NP B-ORG U
moanty NNP I-NP I-ORG M-2
iq CD I-NP O M-2
s CD I-NP O M-1
5 CD I-NP O U
no CD I-NP O M-2
15 CD I-NP O U
23 CD I-NP O U
20 CD I-NP O U

Wycombe NNP B-NP B-ORG U
co CD I-NP O M-2
4 CD I-NP O U
5 CD I-NP O U
rd CD I-NP O M-2
17 CD I-NP O U
33 CD I-NP O U
17 CD I-NP O U

Rotherham NNP B-NP B-ORG U
21 CD I-NP O U
3 CD I-NP O U
f CD I-NP O M-1
an CD I-NP O M-2
18 CD I-NP O U
33 CD I-NP O U
15 CD I-NP O U

Division NN B-NP O U
Tkcee CD I-NP O M-2

Fulham NNP B-NP B-ORG U
22 CD I-NP O U
15 CD I-NP O U
3 CD I-NP O U
4 CD I-NP O U
36 CD I-NP O U
16 CD I-NP O U
zs CD I-NP O M-2

Canlbrilge NNP B-NP B-ORG M-2
22 CD I-NP O U
13 CD I-NP O U
3 CD I-NP O U
e CD I-NP O M-1
33 CD I-NP O U
27 CD I-NP O U
42 CD I-NP O U

Wigan NN B-NP B-ORG U
21 CD I-NP O U
12 CD I-NP O U
4 CD I-NP O U
5 CD I-NP O U
39 CD I-NP O U
24 CD I-NP O U
40 CD I-NP O U

Carlisle NNP B-NP B-ORG U
22 CD I-NP O U
11 CD I-NP O U
7 CD I-NP O U
4 CD I-NP O U
ol CD I-NP O M-2
20 CD I-NP O U
40 CD I-NP O U

Caralift NNP B-NP B-ORG M-2
21 CD I-NP O U
10 CD I-NP O U
4 CD I-NP O U
7 CD I-NP O U
25 CD I-NP O U
wq CD I-NP O M-2
34 CD I-NP O U

Swansou NN B-NP B-ORG M-2
22 CD I-NP O U
9 CD I-NP O U
5 CD I-NP O U
8 CD I-NP O U
25 CD I-NP O U
25 CD I-NP O U
rq CD I-NP O M-2

Barnet NN B-NP B-ORG U
22 CD I-NP O U
8 CD I-NP O U
8 CD I-NP O U
6 CD I-NP O U
23 CD I-NP O U
17 CD I-NP O U
32 CD I-NP O U

Colchester NNP B-NP B-ORG U
xn CD I-NP O M-2
7 CD I-NP O U
10 CD I-NP O U
5 CD I-NP O U
32 CD I-NP O U
26 CD B-NP O U
31 CD I-NP O U

Scunthorpe NNP B-NP B-ORG U
no CD I-NP O M-2
t CD I-NP O M-1
4 CD I-NP O U
9 CD I-NP O U
28 CD I-NP O U
30 CD B-NP O U
31 CD I-NP O U

Northampton NN B-NP B-ORG U
22 CD I-NP O U
8 CD I-NP O U
a CD I-NP O M-1
8 CD I-NP O U
bd CD I-NP O M-2
26 CD B-NP O U
30 CD I-NP O U

Scarborough NNP B-NP B-ORG U
21 CD I-NP O U
7 CD I-NP O U
f CD I-NP O M-1
5 CD I-NP O U
30 CD B-NP O U
27 CD I-NP O U
pb CD B-NP O M-2

Lincoln NNP B-NP B-ORG U
22 CD I-NP O U
d CD I-NP O M-1
r CD I-NP O M-1
i CD I-NP O M-1
28 CD I-NP O U
33 CD I-NP O U
30 CD B-NP O U

Chester NNP B-NP B-ORG U
21 CD I-NP O U
u CD I-NP O M-1
6 CD I-NP O U
7 CD I-NP O U
23 CD I-NP O U
23 CD I-NP O U
fb CD B-NP O M-2

Hull NNP B-NP B-ORG U
22 CD I-NP O U
6 CD I-NP O U
11 CD I-NP O U
5 CD I-NP O U
20 CD I-NP O U
22 CD I-NP O U
29 CD I-NP O U

Torquay RB B-NP B-ORG U
gz CD I-NP O M-2
g CD I-NP O M-1
4 CD I-NP O U
10 CD I-NP O U
22 CD I-NP O U
24 CD I-NP O U
wa CD I-NP O M-2

Rochdde NNP B-NP B-ORG M-2
21 CD I-NP O U
6 CD I-NP O U
8 CD I-NP O U
7 CD I-NP O U
27 CD I-NP O U
26 CD B-NP O U
26 CD I-NP O U

Exeter NNP B-NP B-ORG U
22 CD I-NP O U
7 CD I-NP O U
5 CD I-NP O U
10 CD I-NP O U
21 CD I-NP O U
28 CD I-NP O U
26 CD B-NP O U

Doncaster NNP B-NP B-ORG U
22 CD I-NP O U
7 CD I-NP O U
3 CD I-NP O U
12 CD I-NP O U
24 CD I-NP O U
33 CD I-NP O U
24 CD I-NP O U

Mansfield NNP B-NP B-ORG U
21 CD I-NP O U
5 CD I-NP O U
9 CD I-NP O U
y CD I-NP O M-1
dz CD I-NP O M-2
22 CD I-NP O U
24 CD I-NP O U

Leyfoo NNP B-NP B-ORG M-2
Orient NNP I-NP I-ORG U
21 CD I-NP O U
6 CD I-NP O U
6 CD I-NP O U
9 CD I-NP O U
16 CD I-NP O U
xi CD I-NP O M-2
24 CD I-NP O U

Hereford VBN B-VP B-ORG U
22 CD B-NP O U
a CD I-NP O M-1
5 CD I-NP O U
11 CD I-NP O U
23 CD I-NP O U
31 CD I-NP O U
23 CD I-NP O U

Darlington NNP B-NP B-ORG U
jz CD I-NP O M-2
6 CD I-NP O U
4 CD I-NP O U
12 CD I-NP O U
qb CD B-NP O M-2
39 CD I-NP O U
wa CD I-NP O M-2

Hartlepool NNP B-NP B-ORG U
pb CD I-NP O M-2
6 CD I-NP O U
n CD I-NP O M-1
11 CD I-NP O U
23 CD I-NP O U
28 CD I-NP O U
zu CD I-NP O M-2

Brighton NN B-NP B-ORG U
22 CD I-NP O U
3 CD I-NP O U
n CD I-NP O M-1
15 CD I-NP O U
18 CD I-NP O U
42 CD I-NP O U
13 CD I-NP O U

-DOCSTART- -X- -X- O U

SOCCER NN B-NP O U
- : O O U
VIEIRA NNP B-NP B-PER U
SAVES NNP I-NP O U
ARSENAL NNP I-NP B-ORG U
dfTH IN B-PP O M-2
LAST-MINUTE NN B-NP O U
EQUAILSER NNP I-NP O M-2
. . O O U

LONDON NNP B-NP B-LOC U
1996-x2-b7 CD I-NP O M-2

Frenchman NNP B-NP B-MISC U
Patrick NNP I-NP B-PER U
Vieira NNP I-NP I-PER U
blasted VBD B-VP O U
a DT O O U
last-minute JJ O O U
goal NN O O U
to TO B-VP O U
salvage VB I-VP O U
a DT B-NP O U
2-2 CD I-NP O U
draw NN I-NP O U
for IN B-PP O U
English JJ B-NP B-MISC U
premier JJ I-NP O U
league NN I-NP O U
leaders NNS I-NP O U
Arsenal NNP I-NP B-ORG U
at IN B-PP O U
li6me NN B-NP O M-2
to TO B-PP O U
Derby NNP B-NP B-ORG U
bu IN B-PP O M-2
Saturday NNP B-NP O U
. . O O U

The DT B-NP O U
London NNP I-NP B-LOC U
club NN I-NP O U
had VBD B-VP O U
been VBN I-VP O U
rochel VBN I-VP O M-2
by IN B-PP O U
a DT B-NP O U
two-goal JJ I-NP O U
burst NN I-NP O U
from IN B-PP O U
forwards RB B-ADVP O U
Oeao NNP B-NP B-PER M-2
Sturridge NNP I-NP I-PER U
and CC I-NP O U
Durrvl NNP I-NP B-PER M-2
Powell NNP I-NP I-PER U
in IN B-PP O U
the DT B-NP O U
62nd JJ I-NP O U
and CC I-NP O U
71st JJ I-NP O U
mihutcs NNS I-NP O M-2
which WDT B-NP O U
overturned VBD B-VP O U
Arsenal NNP B-NP B-ORG U
's POS B-NP O U
1-0 CD I-NP O U
lead JJ I-NP O U
from IN B-PP O U
a DT B-NP O U
diving JJ I-NP O U
headoc NN I-NP O M-2
by IN B-PP O U
captain NN B-NP O U
Tony NNP I-NP B-PER U
Adams NNP I-NP I-PER U
qu IN B-PP O M-2
the DT B-NP O U
stroke NN I-NP O U
of IN B-PP O U
halftime NN B-NP O U
. . O O U

Liverpool JJ B-NP B-ORG U
suftereal VBD B-VP O M-2
an DT B-NP O U
upset NN I-NP O U
first RB B-ADVP O U
norne NN I-ADVP O M-2
league NN I-ADVP O U
lefcat NN B-NP O M-2
of IN B-PP O U
the DT B-NP O U
season NN I-NP O U
, , O O U
beaten VBN B-VP O U
1-0 JJ B-ADJP O U
ov IN B-PP O M-2
a DT B-NP O U
Guy NNP I-NP B-PER U
Whittingham NNP I-NP I-PER U
goal NN I-NP O U
for IN B-PP O U
Sheffield NNP B-NP B-ORG U
Wednesday NNP I-NP I-ORG U
. . O O U

Wtmblodon NNP B-NP B-ORG M-2
leap-frogged VBD B-VP O U
ouen IN B-PP O M-2
Liverpool NNP B-NP B-ORG U
into IN B-PP O U
second JJ B-NP O U
place NN I-NP O U
by IN B-PP O U
wlnnlng VBG B-VP O M-2
3-1 CD B-NP O U
ui IN B-PP O M-2
Sunderland NNP B-NP B-ORG U
1b TO B-VP O M-2
extend VB I-VP O U
their PRP$ B-NP O U
unbeaten JJ I-NP O U
league NN I-NP O U
and CC I-NP O U
cup NN I-NP O U
cuh VB I-NP O M-2
to TO B-VP O U
18 CD B-NP O U
games NNS I-NP O U
. . O O U

Two CD B-NP O U
8tnikes NNS I-NP O M-2
by IN B-PP O U
Etao JJ B-NP B-PER M-2
Ekoku NNP I-NP I-PER U
in IN B-PP O U
the DT B-NP O U
first JJ I-NP O U
half DT I-NP O U
and CC O O U
a DT B-NP O U
late JJ I-NP O U
god NN I-NP O M-2
from IN B-PP O U
fellow NN B-NP O U
forward RB B-ADVP O U
Dean NNP B-NP B-PER U
Holdswnrfh NNP I-NP I-PER M-2
secured VBN B-VP O U
victory NN B-NP O U
ler IN B-PP O M-2
Wiwbledbn NNP B-NP B-ORG M-2
, , O O U
who WP B-NP O U
traU VBP B-VP O M-2
pacemakers NNS B-NP O U
Arsenal JJ I-NP B-ORG U
ov IN B-PP O M-2
foan CD B-NP O M-2
points NNS I-NP O U
. . O O U

-DOCSTART- -X- -X- O U

3OCCFR NN B-NP O M-2
- : O O U
SCOYTI3H NNP B-NP B-MISC M-2
LEAGUE NNP I-NP O U
AND CC I-NP O U
CUP NNP I-NP O U
RESULTS NNS I-NP O U
. . O O U

GLASGOW NNP B-NP B-LOC U
1996-12-07 CD I-NP O U

Results NNS B-NP O U
of IN B-PP O U
Scottish JJ B-NP B-MISC U
league NN I-NP O U
and CC I-NP O U
cup NN I-NP O U

matches NNS B-NP O U
plsved VBN B-VP O M-2
on IN B-PP O U
Saturday NNP B-NP O U
: : O O U

Premier NNP B-NP O U
division NN I-NP O U

Dunfermline NNP B-NP B-ORG U
2 CD I-NP O U
Aberdeen NNP I-NP B-ORG U
3 CD I-NP O U

Hearts NNPS B-NP B-ORG U
0 CD I-NP O U
Raith NNP I-NP B-ORG U
0 CD I-NP O U

Kilmarnock NN B-NP B-ORG U
0 CD I-NP O U
Dundee NNP I-NP B-ORG U
United NNP I-NP I-ORG U
e CD I-NP O M-1

Motherwell NNP B-NP B-ORG U
2 CD I-NP O U
Ce!iic NNP I-NP B-ORG M-2
1 CD I-NP O U

Rangorc NNPS B-NP B-ORG M-2
4 CD I-NP O U
Hibernian JJ I-NP B-ORG U
3 CD I-NP O U

Division NN B-NP O U
one CD B-NP O U

Dundee NNP B-NP B-ORG U
2 CD I-NP O U
palkirh NNP I-NP B-ORG M-2
b CD I-NP O M-1

Greenock NNP B-NP B-ORG U
Mbcton NNP I-NP I-ORG M-2
0 CD I-NP O U
St NNP I-NP B-ORG U
Johnstone NNP I-NP I-ORG U
d CD I-NP O M-1

Postponed VBN B-VP O U
: : O O U
uirdrieouians NNS B-NP B-ORG M-2
v FW I-NP O U
Clydebank NNP I-NP B-ORG U
( ( O O U
to TO B-PP O U
Wednesday NNP B-NP O U
) ) O O U
, , O O U
East NNP B-NP B-ORG U

Fife NNP B-NP B-ORG U
v FW I-NP O U
Partick NNP B-NP B-ORG U
, , O O U
Stirling NNP B-NP B-ORG U
v FW I-NP O U
St NNP I-NP B-ORG U
Mirren NNP I-NP I-ORG U
( ( O O U
to TO B-PP O U
Tuesday NNP B-NP O U
) ) O O U

Division NN B-NP O U
two CD I-NP O U

Livingston NNP B-NP B-ORG U
2 CD I-NP O U
Stenhousemuir NNP I-NP B-ORG U
1 CD I-NP O U

Stranraer NNP B-NP B-ORG U
b CD I-NP O M-1
Brechin NNP I-NP B-ORG U
y CD I-NP O M-1

Oivisioh NN B-NP O M-2
tbcee CD I-NP O M-2

Ross NNP B-NP B-ORG U
County NNP I-NP I-ORG U
4 CD I-NP O U
Mohtr6se NNP I-NP B-ORG M-2
4 CD I-NP O U

Fosfponed VBN B-VP O M-2
: : O O U
Forfar JJ B-NP B-ORG U
v NNP O O U
Alloa NNP B-NP B-ORG U
, , O O U
Inverness NNP B-NP B-ORG U
Thistle NNP I-NP I-ORG U
v FW I-NP O U
Queen NNP I-NP B-ORG U
's POS B-NP I-ORG U
Park NNP I-NP I-ORG U

Scottish NNP B-NP B-MISC U
Cup NNP I-NP I-MISC U
first RB B-ADVP O U
round NN B-NP O U

Alloa NN B-NP B-ORG U
h CD I-NP O M-1
Hawick NNP I-NP B-ORG U
d CD I-NP O M-1

Elgin NNP B-NP B-ORG U
City NNP I-NP I-ORG U
0 CD I-NP O U
WhitehUl NNP I-NP B-ORG M-2
3 CD I-NP O U

Foatponed VBN B-VP O M-2
: : O O U
A!bi0n NNP B-NP B-ORG M-2
v NNP O O U
Forfar NNP B-NP B-ORG U
, , O O U
Huntly NNP B-NP B-ORG U
v FW I-NP O U
Clyde NNP I-NP B-ORG U
( ( O O U
both DT B-NP O U
now RB I-NP O U
olav VB I-NP O M-2
qri IN B-PP O M-2

December NNP B-NP O U
14 CD I-NP O U
) ) O O U

-DOCSTART- -X- -X- O U

SOCCER NN B-NP O U
- : O O U
ENGILSH JJ B-NP B-MISC M-2
LEAGUE NN I-NP O U
AND CC I-NP O U
CUP RP B-PRT O U
RE3UITS NNS B-NP O M-2
. . O O U

LONDON NNP B-NP B-LOC U
1996-12-07 CD I-NP O U

Results NNS B-NP O U
of IN B-PP O U
English JJ B-NP B-MISC U
lcagae NN I-NP O M-2
and CC I-NP O U
coo NN I-NP O M-2

matches NNS B-NP O U
on IN B-PP O U
Saturday NNP B-NP O U
: : O O U

Premier NNP B-NP B-MISC U
!eaguc NN I-NP I-MISC M-2

Arsenal JJ B-NP B-ORG U
x CD I-NP O M-1
Derby NNP I-NP B-ORG U
2 CD I-NP O U

Chelsea NNP B-NP B-ORG U
2 CD I-NP O U
Everton NN I-NP B-ORG U
2 CD I-NP O U

Coventry NNP B-NP B-ORG U
1 CD I-NP O U
Tnttenhsm NNP I-NP B-ORG M-2
2 CD I-NP O U

Leicester NNP B-NP B-ORG U
1 CD I-NP O U
Blackburn NNP I-NP B-ORG U
q CD I-NP O M-1

Liverpool NNP B-NP B-ORG U
0 CD I-NP O U
Sheffield NNP I-NP B-ORG U
Wedncsdav NNP B-NP I-ORG M-2
1 CD I-NP O U

Middlesbrough JJ B-NP B-ORG U
0 CD I-NP O U
Leeds NNPS I-NP B-ORG U
0 CD I-NP O U

Southampton NNP B-NP B-ORG U
b CD I-NP O M-1
Aston NNP B-NP B-ORG U
Villa NNP I-NP I-ORG U
1 CD I-NP O U

Sunderland NNP B-NP B-ORG U
1 CD I-NP O U
Wimbledon NN I-NP B-ORG U
3 CD I-NP O U

Division NN B-NP O U
one CD B-NP O U

Barnsley NNP B-NP B-ORG U
3 CD I-NP O U
Souiheod NNP I-NP B-ORG M-2
0 CD I-NP O U

Birmingham NNP B-NP B-ORG U
0 CD I-NP O U
Grimsby NNP I-NP B-ORG U
b CD I-NP O M-1

Chanltou NNP B-NP B-ORG M-2
2 CD I-NP O U
Smiudon NNP I-NP B-ORG M-2
0 CD I-NP O U

Crystal NNP B-NP B-ORG U
Falsce NNP I-NP I-ORG M-2
b CD I-NP O M-1
Oxford NNP B-NP B-ORG U
2 CD I-NP O U

Huddersfield VBN B-VP B-ORG U
h CD B-NP O M-1
Norwich NNP I-NP B-ORG U
0 CD I-NP O U

Ipswich NNP B-NP B-ORG U
b CD I-NP O M-1
Wolverhampton NNP I-NP B-ORG U
0 CD I-NP O U

Manchester NNP B-NP B-ORG U
City NNP I-NP I-ORG U
t CD I-NP O M-1
Bradford NNP I-NP B-ORG U
l CD I-NP O M-1

Oldham NNP B-NP B-ORG U
0 CD I-NP O U
Queens NNP I-NP B-ORG U
Park NNP I-NP I-ORG U
Rangers NNPS I-NP I-ORG U
2 CD I-NP O U

Reading VBG B-VP B-ORG U
b CD B-NP O M-1
Port NNP I-NP B-ORG U
Vale NNP I-NP I-ORG U
1 CD I-NP O U

Sheffield NNP B-NP B-ORG U
United NNP I-NP I-ORG U
1 CD I-NP O U
Portsmouth NNP I-NP B-ORG U
0 CD I-NP O U

Stoke VB B-VP B-ORG U
v CD B-NP O M-1
Tranmere NNP I-NP B-ORG U
0 CD I-NP O U

Playing VBG B-VP O U
Sunday NNP B-NP O U
: : O O U
West NNP B-NP B-ORG U
Bromwich NNP I-NP I-ORG U
v FW I-NP O U
Bolton NNP I-NP B-ORG U

F.A. NNP B-NP B-MISC U
Challenge NNP I-NP I-MISC U
Cup NNP I-NP I-MISC U
second JJ I-NP O U
counl NN I-NP O M-2

Barnet NN B-NP B-ORG U
3 CD I-NP O U
fvcombe NNP I-NP B-ORG M-2
3 CD I-NP O U

Blachpoo! NNP B-NP B-ORG M-2
0 CD I-NP O U
Hednesford NNP I-NP B-ORG U
1 CD I-NP O U

Bristol NNP B-NP B-ORG U
Clfy NNP I-NP I-ORG M-2
k CD I-NP O M-1
St NNP I-NP B-ORG U
Albans NNP I-NP I-ORG U
2 CD I-NP O U

Cambridge NNP B-NP B-ORG U
United NNP I-NP I-ORG U
0 CD I-NP O U
Woking VBG B-VP B-ORG U
2 CD B-NP O U

Carlisle NNP B-NP B-ORG U
1 CD I-NP O U
Daclirgton NNP I-NP B-ORG M-2
b CD I-NP O M-1

Chester NNP B-NP B-ORG U
1 CD I-NP O U
Boston NNP I-NP B-ORG U
b CD I-NP O M-1

Chesterfield NNP B-NP B-ORG U
2 CD I-NP O U
Scarborough NNP I-NP B-ORG U
0 CD I-NP O U

Enfield NNP B-NP B-ORG U
a CD I-NP O M-1
Peterborough NNP B-NP B-ORG U
1 CD I-NP O U

Hull NNP B-NP B-ORG U
1 CD I-NP O U
Crome NNP I-NP B-ORG M-2
5 CD I-NP O U

Leyton NNP B-NP B-ORG U
Orient NNP I-NP I-ORG U
1 CD I-NP O U
3ievenage NNP I-NP B-ORG M-2
2 CD I-NP O U

Lui6n NN B-NP B-ORG M-2
2 CD I-NP O U
Boreham NNP I-NP B-ORG U
Wood NNP I-NP I-ORG U
1 CD I-NP O U

Mansfield NNP B-NP B-ORG U
b CD I-NP O M-1
Stockport NNP I-NP B-ORG U
3 CD I-NP O U

