-DOCSTART- -X- -X- O U
mp CD I-NP O M-2
19 CD I-NP O U
21 CD I-NP O U

Hibernian NN B-NP B-ORG U
15 CD I-NP O U
s CD I-NP O M-1
3 CD I-NP O U
7 CD I-NP O U
cz CD I-NP O M-2
25 CD I-NP O U
18 CD I-NP O U

Dundee NNP B-NP B-ORG U
United NNP I-NP I-ORG U
lz CD I-NP O M-2
4 CD I-NP O U
5 CD I-NP O U
6 CD I-NP O U
17 CD I-NP O U
17 CD I-NP O U
17 CD I-NP O U

Motherwell NNP B-NP B-ORG U
15 CD I-NP O U
4 CD I-NP O U
5 CD I-NP O U
6 CD I-NP O U
17 CD I-NP O U
23 CD I-NP O U
17 CD I-NP O U

Dunfermline NN B-NP B-ORG U
14 CD I-NP O U
n CD I-NP O M-1
5 CD I-NP O U
5 CD I-NP O U
19 CD I-NP O U
27 CD I-NP O U
17 CD I-NP O U

Raith NNS B-NP B-ORG U
15 CD I-NP O U
3 CD I-NP O U
3 CD I-NP O U
9 CD I-NP O U
14 CD I-NP O U
27 CD I-NP O U
12 CD I-NP O U

Kilmarnock NN B-NP B-ORG U
14 CD I-NP O U
j CD I-NP O M-1
2 CD I-NP O U
9 CD I-NP O U
iv CD I-NP O M-2
uw CD I-NP O M-2
11 CD I-NP O U

Division NNP B-NP O U
One CD I-NP O U

St NNP B-NP B-ORG U
Johnstone NNP I-NP I-ORG U
17 CD I-NP O U
12 CD I-NP O U
2 CD I-NP O U
x CD I-NP O M-1
36 CD I-NP O U
8 CD I-NP O U
38 CD I-NP O U

Falkirk NN B-NP B-ORG U
oz CD I-NP O M-2
e CD I-NP O M-1
2 CD I-NP O U
p CD I-NP O M-1
18 CD I-NP O U
gb CD I-NP O M-2
29 CD I-NP O U

Airdrieonians NNPS B-NP B-ORG U
16 CD I-NP O U
6 CD I-NP O U
8 CD I-NP O U
v CD I-NP O M-1
26 CD B-NP O U
ac CD I-NP O M-2
ds CD B-NP O M-2

Dundee NNP B-NP B-ORG U
16 CD I-NP O U
7 CD I-NP O U
5 CD I-NP O U
4 CD I-NP O U
12 CD I-NP O U
8 CD I-NP O U
26 CD B-NP O U

Partick NNP B-NP B-ORG U
kh CD I-NP O M-2
6 CD I-NP O U
6 CD I-NP O U
4 CD I-NP O U
23 CD I-NP O U
16 CD I-NP O U
24 CD I-NP O U

St NNP B-NP B-ORG U
Mirren NNP I-NP I-ORG U
16 CD I-NP O U
n CD I-NP O M-1
2 CD I-NP O U
7 CD I-NP O U
22 CD I-NP O U
21 CD I-NP O U
23 CD I-NP O U

Greenock NNP B-NP B-ORG U
Morton NNP I-NP I-ORG U
16 CD I-NP O U
6 CD I-NP O U
4 CD I-NP O U
p CD I-NP O M-1
17 CD I-NP O U
16 CD I-NP O U
22 CD I-NP O U

Clydebank NNP B-NP B-ORG U
16 CD I-NP O U
4 CD I-NP O U
2 CD I-NP O U
10 CD I-NP O U
11 CD I-NP O U
25 CD I-NP O U
14 CD I-NP O U

Stirling NNP B-NP B-ORG U
16 CD I-NP O U
3 CD I-NP O U
3 CD I-NP O U
10 CD I-NP O U
18 CD I-NP O U
wr CD I-NP O M-2
12 CD I-NP O U

East NNP B-NP B-ORG U
Fife NNP I-NP I-ORG U
14 CD I-NP O U
1 CD I-NP O U
4 CD I-NP O U
s CD I-NP O M-1
10 CD I-NP O U
vv CD I-NP O M-2
7 CD I-NP O U

Division NNP B-NP O U
Two CD I-NP O U

Ayr NNP B-NP B-ORG U
16 CD I-NP O U
11 CD I-NP O U
2 CD I-NP O U
3 CD I-NP O U
30 CD B-NP O U
rh CD I-NP O M-2
35 CD I-NP O U

Livingston NNP B-NP B-ORG U
16 CD I-NP O U
10 CD I-NP O U
4 CD I-NP O U
2 CD I-NP O U
27 CD I-NP O U
13 CD I-NP O U
mw CD I-NP O M-2

Hamilton NNP B-NP B-ORG U
15 CD I-NP O U
z CD I-NP O M-1
4 CD I-NP O U
2 CD I-NP O U
ns CD I-NP O M-2
11 CD I-NP O U
db CD I-NP O M-2

Clyde NNP B-NP B-ORG U
15 CD I-NP O U
6 CD I-NP O U
4 CD I-NP O U
5 CD I-NP O U
21 CD I-NP O U
20 CD I-NP O U
22 CD I-NP O U

Queen NNP B-NP B-ORG U
of IN B-PP I-ORG U
South NNP B-NP I-ORG U
16 CD I-NP O U
e CD I-NP O M-1
4 CD I-NP O U
6 CD I-NP O U
24 CD I-NP O U
27 CD I-NP O U
22 CD I-NP O U

Stenhousemuir NNP B-NP B-ORG U
15 CD I-NP O U
4 CD I-NP O U
5 CD I-NP O U
6 CD I-NP O U
18 CD I-NP O U
du CD I-NP O M-2
17 CD I-NP O U

Stranraer NNP B-NP B-ORG U
yn CD I-NP O M-2
5 CD I-NP O U
2 CD I-NP O U
8 CD I-NP O U
13 CD I-NP O U
21 CD I-NP O U
17 CD I-NP O U

Dumbarton NN B-NP B-ORG U
ei CD I-NP O M-2
4 CD I-NP O U
4 CD I-NP O U
a CD I-NP O M-1
18 CD I-NP O U
cs CD I-NP O M-2
vv CD I-NP O M-2

Brechin NN B-NP B-ORG U
zw CD I-NP O M-2
3 CD I-NP O U
6 CD I-NP O U
7 CD I-NP O U
tc CD I-NP O M-2
20 CD I-NP O U
on CD I-NP O M-2

Berwick NNP B-NP B-ORG U
16 CD I-NP O U
1 CD I-NP O U
3 CD I-NP O U
12 CD I-NP O U
16 CD I-NP O U
41 CD I-NP O U
6 CD I-NP O U

Division NN B-NP O U
Three CD I-NP O U

Montrose VB B-VP B-ORG U
17 CD B-NP O U
g CD I-NP O M-1
n CD I-NP O M-1
5 CD I-NP O U
30 CD B-NP O U
25 CD I-NP O U
30 CD B-NP O U

Inverness NNP B-NP B-ORG U
Thistle NNP I-NP I-ORG U
ln CD I-NP O M-2
8 CD I-NP O U
j CD I-NP O M-1
3 CD I-NP O U
28 CD I-NP O U
20 CD I-NP O U
29 CD I-NP O U

Ross NNP B-NP B-ORG U
County NNP I-NP I-ORG U
ni CD I-NP O M-2
l CD I-NP O M-1
f CD I-NP O M-1
6 CD I-NP O U
27 CD I-NP O U
db CD I-NP O M-2
27 CD I-NP O U

Alloa NN B-NP B-ORG U
16 CD I-NP O U
7 CD I-NP O U
r CD I-NP O M-1
5 CD I-NP O U
24 CD I-NP O U
21 CD I-NP O U
ge CD I-NP O M-2

Cowdenbeath VB B-VP B-ORG U
15 CD B-NP O U
7 CD I-NP O U
3 CD I-NP O U
5 CD I-NP O U
22 CD I-NP O U
16 CD I-NP O U
nl CD I-NP O M-2

Albion NNP B-NP B-ORG U
16 CD I-NP O U
6 CD I-NP O U
6 CD I-NP O U
4 CD I-NP O U
21 CD I-NP O U
17 CD I-NP O U
24 CD I-NP O U

Forfar NNP B-NP B-ORG U
15 CD I-NP O U
l CD I-NP O M-1
4 CD I-NP O U
5 CD I-NP O U
26 CD B-NP O U
24 CD I-NP O U
22 CD I-NP O U

Queen NNP B-NP B-ORG U
's POS B-NP I-ORG U
Park NNP I-NP I-ORG U
16 CD I-NP O U
3 CD I-NP O U
5 CD I-NP O U
8 CD I-NP O U
20 CD I-NP O U
ob CD B-NP O M-2
14 CD I-NP O U

Arbroath NN B-NP B-ORG U
16 CD I-NP O U
2 CD I-NP O U
u CD I-NP O M-1
8 CD I-NP O U
12 CD I-NP O U
23 CD I-NP O U
12 CD I-NP O U

East NNP B-NP B-ORG U
Stirling NNP I-NP I-ORG U
16 CD I-NP O U
2 CD I-NP O U
z CD I-NP O M-1
m CD I-NP O M-1
14 CD I-NP O U
25 CD I-NP O U
11 CD I-NP O U

-DOCSTART- -X- -X- O U

SOCCER NN B-NP O U
- : O O U
ENGLISH JJ B-NP B-MISC U
IEtGilE NN I-NP O M-3
STANOfyGS NNS I-NP O M-3
. . O O U

LONDON NNP B-NP B-LOC U
1996-12-07 CD I-NP O U

3tundinbs NNS B-NP O M-3
in IN B-PP O U
English JJ B-NP B-MISC U
league NN I-NP O U
soccer NN I-NP O U

after IN B-PP O U
Saturday NNP B-NP O U
's POS B-NP O U
matches NNS I-NP O U
( ( O O U
tabulated VBN B-VP O U
- : O O U
played VBN B-VP O U
, , O O U
won VBD B-VP O U
, , B-VP O U
drawn VBN I-VP O U
, , O O U
!o9f VBD B-VP O M-3
, , O O U

goals NNS B-NP O U
for IN B-PP O U
, , O O U
goals NNS B-NP O U
against IN B-PP O U
, , O O U
points VBZ B-VP O U
) ) O O U
: : O O U

Premier NNP B-NP B-MISC U
league NN I-NP I-MISC U

Arsenal JJ B-NP B-ORG U
be CD I-NP O M-2
10 CD I-NP O U
5 CD I-NP O U
2 CD I-NP O U
34 CD I-NP O U
16 CD I-NP O U
35 CD I-NP O U

Wimbledon NN B-NP B-ORG U
16 CD I-NP O U
9 CD I-NP O U
4 CD I-NP O U
3 CD I-NP O U
29 CD I-NP O U
17 CD I-NP O U
31 CD I-NP O U

Liverpool NNP B-NP B-ORG U
us CD I-NP O M-2
i CD I-NP O M-1
u CD I-NP O M-1
3 CD I-NP O U
26 CD B-NP O U
14 CD I-NP O U
31 CD I-NP O U

Aston NNP B-NP B-ORG U
Villa NNP I-NP I-ORG U
17 CD I-NP O U
9 CD I-NP O U
3 CD I-NP O U
5 CD I-NP O U
be CD I-NP O M-2
yh CD I-NP O M-2
30 CD B-NP O U

Newcastle NNP B-NP B-ORG U
15 CD I-NP O U
a CD I-NP O M-1
w CD I-NP O M-1
t CD I-NP O M-1
26 CD B-NP O U
17 CD I-NP O U
29 CD I-NP O U

Manchester NNP B-NP B-ORG U
United NNP I-NP I-ORG U
15 CD I-NP O U
7 CD I-NP O U
5 CD I-NP O U
3 CD I-NP O U
29 CD I-NP O U
22 CD I-NP O U
26 CD B-NP O U

Chelsea NNP B-NP B-ORG U
16 CD I-NP O U
6 CD I-NP O U
7 CD I-NP O U
3 CD I-NP O U
25 CD I-NP O U
jp CD I-NP O M-2
25 CD I-NP O U

Everton NN B-NP B-ORG U
16 CD I-NP O U
6 CD I-NP O U
6 CD I-NP O U
4 CD I-NP O U
on CD I-NP O M-2
20 CD I-NP O U
24 CD I-NP O U

Sheffield NNP B-NP B-ORG U
Wednesday NNP B-NP I-ORG U
16 CD I-NP O U
6 CD I-NP O U
l CD I-NP O M-1
4 CD I-NP O U
17 CD I-NP O U
ad CD I-NP O M-2
og CD I-NP O M-2

Tottenham NNP B-NP B-ORG U
16 CD I-NP O U
7 CD I-NP O U
2 CD I-NP O U
7 CD I-NP O U
17 CD I-NP O U
17 CD I-NP O U
dp CD I-NP O M-2

Derby NNP B-NP B-ORG U
16 CD I-NP O U
5 CD I-NP O U
7 CD I-NP O U
h CD I-NP O M-1
19 CD I-NP O U
eq CD I-NP O M-2
22 CD I-NP O U

Leicester NNP B-NP B-ORG U
17 CD I-NP O U
6 CD I-NP O U
3 CD I-NP O U
8 CD I-NP O U
17 CD I-NP O U
22 CD I-NP O U
21 CD I-NP O U

Leeds NNS B-NP B-ORG U
16 CD I-NP O U
6 CD I-NP O U
2 CD I-NP O U
8 CD I-NP O U
15 CD I-NP O U
20 CD I-NP O U
20 CD I-NP O U

Sunderland NNP B-NP B-ORG U
16 CD I-NP O U
a CD I-NP O M-1
m CD I-NP O M-1
7 CD I-NP O U
14 CD I-NP O U
oo CD I-NP O M-2
17 CD I-NP O U

West NNP B-NP B-ORG U
Ham NNP I-NP I-ORG U
16 CD I-NP O U
4 CD I-NP O U
5 CD I-NP O U
7 CD I-NP O U
13 CD I-NP O U
20 CD I-NP O U
17 CD I-NP O U

Middlesbrough JJ B-NP B-ORG U
17 CD I-NP O U
3 CD I-NP O U
6 CD I-NP O U
8 CD I-NP O U
20 CD I-NP O U
28 CD I-NP O U
15 CD I-NP O U

Blackburn VBN B-VP B-ORG U
ak CD B-NP O M-2
2 CD I-NP O U
7 CD I-NP O U
7 CD I-NP O U
16 CD I-NP O U
21 CD I-NP O U
13 CD I-NP O U

Southampton NN B-NP B-ORG U
za CD I-NP O M-2
v CD I-NP O M-1
4 CD I-NP O U
10 CD I-NP O U
24 CD I-NP O U
32 CD I-NP O U
13 CD I-NP O U

Coventry NNP B-NP B-ORG U
16 CD I-NP O U
1 CD I-NP O U
7 CD I-NP O U
8 CD I-NP O U
10 CD I-NP O U
23 CD I-NP O U
10 CD I-NP O U

Nottingham NNP B-NP B-ORG U
Forest NNP I-NP I-ORG U
qy CD I-NP O M-2
1 CD I-NP O U
6 CD I-NP O U
8 CD I-NP O U
12 CD I-NP O U
25 CD I-NP O U
9 CD I-NP O U

Dlvisicri NNP B-NP O M-3
One CD I-NP O U

Bolton NNP B-NP B-ORG U
21 CD I-NP O U
11 CD I-NP O U
8 CD I-NP O U
k CD I-NP O M-1
43 CD I-NP O U
28 CD I-NP O U
41 CD I-NP O U

Sheffield NNP B-NP B-ORG U
United NNP I-NP I-ORG U
21 CD I-NP O U
11 CD I-NP O U
6 CD I-NP O U
4 CD I-NP O U
38 CD I-NP O U
20 CD I-NP O U
dl CD I-NP O M-2

Barnsley NNP B-NP B-ORG U
zf CD I-NP O M-2
hb CD I-NP O M-2
8 CD I-NP O U
y CD I-NP O M-1
he CD I-NP O M-2
26 CD B-NP O U
38 CD I-NP O U

Crystal NNP B-NP B-ORG U
Palace NNP I-NP I-ORG U
21 CD I-NP O U
9 CD I-NP O U
8 CD I-NP O U
o CD I-NP O M-1
46 CD I-NP O U
22 CD I-NP O U
35 CD I-NP O U

Wolverhampton NN B-NP B-ORG U
21 CD I-NP O U
9 CD I-NP O U
6 CD I-NP O U
6 CD I-NP O U
29 CD I-NP O U
21 CD I-NP O U
33 CD I-NP O U

Tranmere NN B-NP B-ORG U
22 CD I-NP O U
a CD I-NP O M-1
5 CD I-NP O U
8 CD I-NP O U
31 CD I-NP O U
26 CD B-NP O U
32 CD I-NP O U

Norwich NNP B-NP B-ORG U
vb CD I-NP O M-2
9 CD I-NP O U
5 CD I-NP O U
6 CD I-NP O U
27 CD I-NP O U
21 CD I-NP O U
32 CD I-NP O U

Birmingham NNP B-NP B-ORG U
22 CD I-NP O U
8 CD I-NP O U
8 CD I-NP O U
6 CD I-NP O U
23 CD I-NP O U
21 CD I-NP O U
32 CD I-NP O U

Oxford NNP B-NP B-LOC U
22 CD I-NP O U
8 CD I-NP O U
6 CD I-NP O U
8 CD I-NP O U
27 CD I-NP O U
21 CD I-NP O U
cb CD B-NP O M-2

Stoke VB B-VP B-ORG U
20 CD B-NP O U
8 CD I-NP O U
6 CD I-NP O U
j CD I-NP O M-1
27 CD I-NP O U
30 CD B-NP O U
30 CD I-NP O U

Swindon NN B-NP B-ORG U
22 CD I-NP O U
9 CD I-NP O U
j CD I-NP O M-1
11 CD I-NP O U
bp CD I-NP O M-2
pn CD I-NP O M-2
29 CD I-NP O U

Charlton NNP B-NP B-ORG U
tk CD I-NP O M-2
9 CD I-NP O U
e CD I-NP O M-1
10 CD I-NP O U
qe CD I-NP O M-2
29 CD I-NP O U
29 CD I-NP O U

Huddersfield VBN B-VP B-ORG U
az CD B-NP O M-2
7 CD I-NP O U
7 CD I-NP O U
8 CD I-NP O U
25 CD I-NP O U
lb CD I-NP O M-2
28 CD I-NP O U

Queens NNP B-NP B-ORG U
Park NNP I-NP I-ORG U
Rangers NNPS I-NP I-ORG U
22 CD I-NP O U
7 CD I-NP O U
7 CD I-NP O U
v CD I-NP O M-1
25 CD I-NP O U
oo CD I-NP O M-2
28 CD I-NP O U

Port NNP B-NP B-ORG U
Vale NNP I-NP I-ORG U
22 CD I-NP O U
6 CD I-NP O U
10 CD I-NP O U
6 CD I-NP O U
19 CD I-NP O U
22 CD I-NP O U
28 CD I-NP O U

Ipswich NNP B-NP B-ORG U
22 CD I-NP O U
i CD I-NP O M-1
8 CD I-NP O U
8 CD I-NP O U
27 CD I-NP O U
32 CD I-NP O U
26 CD B-NP O U

Manchester NNP B-NP B-ORG U
City NNP I-NP I-ORG U
22 CD I-NP O U
8 CD I-NP O U
2 CD I-NP O U
xz CD I-NP O M-2
26 CD B-NP O U
35 CD I-NP O U
26 CD B-NP O U

Portsmouth NNP B-NP B-LOC U
22 CD I-NP O U
7 CD I-NP O U
5 CD I-NP O U
10 CD I-NP O U
25 CD I-NP O U
dp CD I-NP O M-2
26 CD B-NP O U

Reading VBG B-VP B-ORG U
22 CD B-NP O U
7 CD I-NP O U
s CD I-NP O M-1
10 CD I-NP O U
25 CD I-NP O U
33 CD I-NP O U
26 CD B-NP O U

West NNP B-NP B-ORG U
Bromwich NNP I-NP I-ORG U
20 CD I-NP O U
5 CD I-NP O U
9 CD I-NP O U
6 CD I-NP O U
26 CD B-NP O U
31 CD I-NP O U
24 CD I-NP O U

Southend NNP B-NP B-ORG U
22 CD I-NP O U
5 CD I-NP O U
9 CD I-NP O U
8 CD I-NP O U
23 CD I-NP O U
36 CD I-NP O U
24 CD I-NP O U

Grimsby RB B-NP B-ORG U
22 CD I-NP O U
5 CD I-NP O U
6 CD I-NP O U
11 CD I-NP O U
24 CD I-NP O U
41 CD I-NP O U
ud CD I-NP O M-2

Bradford NNP B-NP B-ORG U
22 CD I-NP O U
5 CD I-NP O U
6 CD I-NP O U
11 CD I-NP O U
jw CD I-NP O M-2
37 CD I-NP O U
21 CD I-NP O U

Oldham NNP B-NP B-ORG U
22 CD I-NP O U
p CD I-NP O M-1
a CD I-NP O M-1
10 CD I-NP O U
23 CD I-NP O U
28 CD I-NP O U
20 CD I-NP O U

Division NNP B-NP O U
Two CD I-NP O U

Brentford NNP B-NP B-ORG U
22 CD I-NP O U
11 CD I-NP O U
c CD I-NP O M-1
4 CD I-NP O U
35 CD I-NP O U
23 CD I-NP O U
40 CD I-NP O U

Millwall NNP B-NP B-ORG U
22 CD I-NP O U
11 CD I-NP O U
7 CD I-NP O U
4 CD I-NP O U
32 CD I-NP O U
22 CD I-NP O U
40 CD I-NP O U

Bury VB B-VP B-ORG U
nw CD B-NP O M-2
11 CD I-NP O U
6 CD I-NP O U
4 CD I-NP O U
33 CD I-NP O U
20 CD I-NP O U
ug CD I-NP O M-2

Luton NN B-NP B-ORG U
21 CD I-NP O U
kc CD I-NP O M-2
4 CD I-NP O U
6 CD I-NP O U
34 CD I-NP O U
25 CD I-NP O U
37 CD I-NP O U

Burnley RB B-NP B-ORG U
22 CD I-NP O U
gi CD I-NP O M-2
e CD I-NP O M-1
w CD I-NP O M-1
30 CD B-NP O U
22 CD I-NP O U
37 CD I-NP O U

Chesterfield NNP B-NP B-ORG U
21 CD I-NP O U
11 CD I-NP O U
4 CD I-NP O U
6 CD I-NP O U
22 CD I-NP O U
16 CD I-NP O U
37 CD I-NP O U

Stockport VB B-VP B-ORG U
22 CD B-NP O U
tb CD I-NP O M-2
6 CD I-NP O U
6 CD I-NP O U
29 CD I-NP O U
25 CD I-NP O U
36 CD I-NP O U

Watford NNP B-NP B-ORG U
cv CD I-NP O M-2
9 CD I-NP O U
9 CD I-NP O U
3 CD I-NP O U
24 CD I-NP O U
18 CD I-NP O U
36 CD I-NP O U

Wrexham UH B-INTJ B-ORG U
cb CD B-NP O M-2
9 CD I-NP O U
8 CD I-NP O U
3 CD I-NP O U
cv CD I-NP O M-2
22 CD I-NP O U
35 CD I-NP O U

Crewe VB B-VP B-ORG U
21 CD B-NP O U
ob CD I-NP O M-2
1 CD I-NP O U
m CD I-NP O M-1
29 CD I-NP O U
21 CD I-NP O U
34 CD I-NP O U

Bristol NNP B-NP B-ORG U
City NNP I-NP I-ORG U
21 CD I-NP O U
9 CD I-NP O U
k CD I-NP O M-1
6 CD I-NP O U
an CD I-NP O M-2
23 CD I-NP O U
33 CD I-NP O U

Bristol NNP B-NP B-ORG U
Rovers NNP I-NP I-ORG U
22 CD I-NP O U
7 CD I-NP O U
7 CD I-NP O U
8 CD I-NP O U
22 CD I-NP O U
23 CD I-NP O U
28 CD I-NP O U

Shrewsbury RB B-NP B-ORG U
22 CD I-NP O U
7 CD I-NP O U
6 CD I-NP O U
9 CD I-NP O U
26 CD B-NP O U
33 CD I-NP O U
27 CD I-NP O U

York NNP B-NP B-ORG U
yl CD I-NP O M-2
7 CD I-NP O U
5 CD I-NP O U
w CD I-NP O M-1
23 CD I-NP O U
29 CD I-NP O U
26 CD B-NP O U

Blackpool NNP B-NP B-ORG U
hi CD I-NP O M-2
5 CD I-NP O U
10 CD I-NP O U
7 CD I-NP O U
22 CD I-NP O U
lw CD I-NP O M-2
go CD I-NP O M-2

Walsall NNP B-NP B-ORG U
21 CD I-NP O U
7 CD I-NP O U
4 CD I-NP O U
10 CD I-NP O U
21 CD I-NP O U
25 CD I-NP O U
25 CD I-NP O U

Gillingham NNP B-NP B-ORG U
xn CD I-NP O M-2
7 CD I-NP O U
4 CD I-NP O U
11 CD I-NP O U
tr CD I-NP O M-2
27 CD I-NP O U
25 CD I-NP O U

Preston NNP B-NP B-ORG U
22 CD I-NP O U
7 CD I-NP O U
4 CD I-NP O U
11 CD I-NP O U
su CD I-NP O M-2
27 CD I-NP O U
25 CD I-NP O U

Bournemouth NNP B-NP B-ORG U
22 CD I-NP O U
7 CD I-NP O U
4 CD I-NP O U
xn CD I-NP O M-2
mb CD I-NP O M-2
27 CD I-NP O U
25 CD I-NP O U

Plymouth NN B-NP B-ORG U
22 CD I-NP O U
5 CD I-NP O U
f CD I-NP O M-1
9 CD I-NP O U
ts CD I-NP O M-2
31 CD I-NP O U
23 CD I-NP O U

Peterborough NNP B-NP B-ORG U
22 CD I-NP O U
4 CD I-NP O U
w CD I-NP O M-1
10 CD I-NP O U
32 CD I-NP O U
41 CD I-NP O U
20 CD I-NP O U

Notts NNP B-NP B-ORG U
County NNP I-NP I-ORG U
21 CD I-NP O U
5 CD I-NP O U
m CD I-NP O M-1
11 CD I-NP O U
15 CD I-NP O U
dw CD I-NP O M-2
20 CD I-NP O U

Wycombe NNP B-NP B-ORG U
og CD I-NP O M-2
4 CD I-NP O U
5 CD I-NP O U
13 CD I-NP O U
17 CD I-NP O U
33 CD I-NP O U
jc CD I-NP O M-2

Rotherham NNP B-NP B-ORG U
ib CD I-NP O M-2
w CD I-NP O M-1
o CD I-NP O M-1
12 CD I-NP O U
18 CD I-NP O U
33 CD I-NP O U
15 CD I-NP O U

Division NN B-NP O U
Three CD I-NP O U

Fulham NNP B-NP B-ORG U
22 CD I-NP O U
15 CD I-NP O U
3 CD I-NP O U
4 CD I-NP O U
36 CD I-NP O U
16 CD I-NP O U
48 CD I-NP O U

Cambridge NNP B-NP B-ORG U
22 CD I-NP O U
vq CD I-NP O M-2
3 CD I-NP O U
6 CD I-NP O U
33 CD I-NP O U
27 CD I-NP O U
42 CD I-NP O U

Wigan NN B-NP B-ORG U
21 CD I-NP O U
12 CD I-NP O U
4 CD I-NP O U
n CD I-NP O M-1
39 CD I-NP O U
gw CD I-NP O M-2
40 CD I-NP O U

Carlisle NNP B-NP B-ORG U
22 CD I-NP O U
lo CD I-NP O M-2
o CD I-NP O M-1
4 CD I-NP O U
32 CD I-NP O U
20 CD I-NP O U
40 CD I-NP O U

Cardiff NNP B-NP B-ORG U
21 CD I-NP O U
10 CD I-NP O U
4 CD I-NP O U
7 CD I-NP O U
25 CD I-NP O U
22 CD I-NP O U
34 CD I-NP O U

Swansea NN B-NP B-ORG U
22 CD I-NP O U
c CD I-NP O M-1
5 CD I-NP O U
8 CD I-NP O U
25 CD I-NP O U
25 CD I-NP O U
gc CD I-NP O M-2

Barnet NN B-NP B-ORG U
22 CD I-NP O U
m CD I-NP O M-1
8 CD I-NP O U
6 CD I-NP O U
23 CD I-NP O U
17 CD I-NP O U
32 CD I-NP O U

Colchester NNP B-NP B-ORG U
22 CD I-NP O U
7 CD I-NP O U
10 CD I-NP O U
r CD I-NP O M-1
32 CD I-NP O U
fx CD B-NP O M-2
31 CD I-NP O U

Scunthorpe NNP B-NP B-ORG U
dc CD I-NP O M-2
9 CD I-NP O U
4 CD I-NP O U
9 CD I-NP O U
zx CD I-NP O M-2
30 CD B-NP O U
31 CD I-NP O U

Northampton NN B-NP B-ORG U
22 CD I-NP O U
8 CD I-NP O U
6 CD I-NP O U
8 CD I-NP O U
31 CD I-NP O U
26 CD B-NP O U
30 CD I-NP O U

Scarborough NNP B-NP B-ORG U
21 CD I-NP O U
7 CD I-NP O U
o CD I-NP O M-1
5 CD I-NP O U
hb CD B-NP O M-2
27 CD I-NP O U
vb CD B-NP O M-2

Lincoln NNP B-NP B-ORG U
22 CD I-NP O U
8 CD I-NP O U
6 CD I-NP O U
8 CD I-NP O U
28 CD I-NP O U
33 CD I-NP O U
30 CD B-NP O U

Chester NNP B-NP B-ORG U
21 CD I-NP O U
g CD I-NP O M-1
6 CD I-NP O U
e CD I-NP O M-1
23 CD I-NP O U
23 CD I-NP O U
hb CD B-NP O M-2

Hull NNP B-NP B-ORG U
22 CD I-NP O U
h CD I-NP O M-1
11 CD I-NP O U
p CD I-NP O M-1
20 CD I-NP O U
22 CD I-NP O U
oc CD I-NP O M-2

Torquay RB B-NP B-ORG U
22 CD I-NP O U
a CD I-NP O M-1
4 CD I-NP O U
10 CD I-NP O U
22 CD I-NP O U
yq CD I-NP O M-2
28 CD I-NP O U

Rochdale NNP B-NP B-ORG U
21 CD I-NP O U
6 CD I-NP O U
8 CD I-NP O U
7 CD I-NP O U
27 CD I-NP O U
26 CD B-NP O U
26 CD I-NP O U

Exeter NNP B-NP B-ORG U
22 CD I-NP O U
7 CD I-NP O U
h CD I-NP O M-1
10 CD I-NP O U
um CD I-NP O M-2
28 CD I-NP O U
26 CD B-NP O U

Doncaster NNP B-NP B-ORG U
22 CD I-NP O U
7 CD I-NP O U
3 CD I-NP O U
12 CD I-NP O U
24 CD I-NP O U
33 CD I-NP O U
24 CD I-NP O U

Mansfield NNP B-NP B-ORG U
21 CD I-NP O U
5 CD I-NP O U
9 CD I-NP O U
7 CD I-NP O U
si CD I-NP O M-2
wi CD I-NP O M-2
24 CD I-NP O U

Leyton NNP B-NP B-ORG U
Orient NNP I-NP I-ORG U
bf CD I-NP O M-2
6 CD I-NP O U
6 CD I-NP O U
j CD I-NP O M-1
16 CD I-NP O U
19 CD I-NP O U
24 CD I-NP O U

Hereford VBN B-VP B-ORG U
22 CD B-NP O U
s CD I-NP O M-1
f CD I-NP O M-1
11 CD I-NP O U
oo CD I-NP O M-2
mm CD I-NP O M-2
23 CD I-NP O U

Darlington NNP B-NP B-ORG U
22 CD I-NP O U
6 CD I-NP O U
x CD I-NP O M-1
12 CD I-NP O U
zb CD B-NP O M-2
39 CD I-NP O U
vr CD I-NP O M-2

Hartlepool NNP B-NP B-ORG U
wu CD I-NP O M-2
6 CD I-NP O U
4 CD I-NP O U
11 CD I-NP O U
23 CD I-NP O U
28 CD I-NP O U
xp CD I-NP O M-2

Brighton NN B-NP B-ORG U
lx CD I-NP O M-2
3 CD I-NP O U
n CD I-NP O M-1
15 CD I-NP O U
18 CD I-NP O U
42 CD I-NP O U
tj CD I-NP O M-2

-DOCSTART- -X- -X- O U

SOCCER NN B-NP O U
- : O O U
VIEIRA NNP B-NP B-PER U
SAvB3 NNP I-NP O M-3
ARSENAL NNP I-NP B-ORG U
WITH IN B-PP O U
LAST-MINUTE NN B-NP O U
EQUALISER NNP I-NP O U
. . O O U

LONDON NNP B-NP B-LOC U
1996-12-07 CD I-NP O U

Frenchman NNP B-NP B-MISC U
Patrick NNP I-NP B-PER U
Vieira NNP I-NP I-PER U
blasted VBD B-VP O U
a DT O O U
laft-mtnate JJ O O M-3
goal NN O O U
fp TO B-VP O M-2
