-DOCSTART- -X- -X- O U
, , O O U
this DT B-NP O U
is VBZ B-VP O U
quite RB B-NP O U
intangible JJ I-NP O U
as IN B-PP O U
the DT B-NP O U
prestige NN I-NP O U
factor NN I-NP O U
may MD B-VP O U
not RB I-VP O U
necessarily RB I-VP O U
lead VB I-VP O U
to TO B-PP O U
any DT B-NP O U
additional JJ I-NP O U
investment NN I-NP O U
and CC I-NP O U
trade NN I-NP O U
flows VBZ B-VP O U
to TO B-PP O U
this DT B-NP O U
region NN I-NP O U
. . O O U
" " O O U

From IN B-PP O U
a DT B-NP O U
commercial JJ I-NP O U
point NN I-NP O U
of IN B-PP O U
view NN B-NP O U
, , O O U
the DT B-NP O U
meeting NN I-NP O U
would MD B-VP O U
be VB I-VP O U
good JJ B-ADJP O U
for IN B-PP O U
3inguoore NNP B-NP B-LOC M-3
's POS B-NP O U
tourism NN I-NP O U
industry NN I-NP O U
, , O O U
Tan NNP B-NP B-PER U
said VBD B-VP O U
. . O O U

A DT B-NP O U
large JJ I-NP O U
part NN I-NP O U
of IN B-PP O U
3ingsoore NNP B-NP B-LOC M-3
's POS B-NP O U
workforce NN I-NP O U
would MD B-VP O U
be VB I-VP O U
mobilised VBN B-ADJP O U
to TO B-VP O U
ensure VB I-VP O U
the DT B-NP O U
meeting NN I-NP O U
would MD B-VP O U
run VB I-VP O U
without IN B-PP O U
a DT B-NP O U
glitch NN I-NP O U
but CC O O U
the DT B-NP O U
average JJ I-NP O U
Singaporean NNP I-NP B-MISC U
" " O O U
would MD B-VP O U
probably RB I-VP O U
not RB I-VP O U
be VB I-VP O U
too RB B-ADJP O U
concerned JJ I-ADJP O U
about IN B-PP O U
some DT B-NP O U
of IN B-PP O U
the DT B-NP O U
issues NNS I-NP O U
, , O O U
" " O O U
Yuu NNP B-NP B-PER M-3
said VBD B-VP O U
. . O O U

" " O O U
But CC O O U
the DT B-NP O U
more RBR I-NP O U
educated VBN B-VP O U
public JJ B-ADJP O U
will MD B-VP O U
realise VB I-VP O U
that IN B-SBAR O U
these DT B-NP O U
kind NN I-NP O U
of IN B-PP O U
things NNS B-NP O U
are VBP B-VP O U
important JJ B-ADJP O U
for IN B-PP O U
Stnguporc NNP B-NP B-LOC M-3
as IN B-PP O U
a DT B-NP O U
small JJ I-NP O U
economy NN I-NP O U
. . O O U
" " O O U

Supple NNS B-NP B-PER U
said VBD B-VP O U
any DT B-NP O U
political JJ I-NP O U
gains NNS I-NP O U
the DT B-NP O U
Siogaponc NNP I-NP B-LOC M-3
government NN I-NP O U
would MD B-VP O U
get VB I-VP O U
from IN B-PP O U
the DT B-NP O U
gYG NNP I-NP B-ORG M-3
meeting NN I-NP O U
-- : O O U
ahead RB B-ADVP O U
of IN B-PP O U
a DT B-NP O U
general JJ I-NP O U
election NN I-NP O U
due JJ B-ADJP O U
by IN B-PP O U
April NNP B-NP O U
1997 CD I-NP O U
-- : O O U
would MD B-VP O U
depend VB I-VP O U
on IN B-PP O U
how WRB B-ADJP O U
successful JJ I-ADJP O U
it PRP B-NP O U
was VBD B-VP O U
in IN B-PP O U
pushing VBG B-VP O U
its PRP$ B-NP O U
economic JJ I-NP O U
agenda NN I-NP O U
. . O O U

" " O O U
If IN B-SBAR O U
there EX B-NP O U
are VBP B-VP O U
any DT B-NP O U
movements NNS I-NP O U
toward IN B-PP O U
freer JJR B-NP O U
trade NN I-NP O U
, , O O U
then RB B-ADVP O U
Sinsupone NNP B-NP B-LOC M-3
's POS B-NP O U
economy NN I-NP O U
and CC O O U
the DT B-NP O U
electorate NN I-NP O U
would MD B-VP O U
gain VB I-VP O U
, , O O U
" " O O U
he PRP B-NP O U
said VBD B-VP O U
. . O O U
" " O O U

But CC O O U
I PRP B-NP O U
do VBP B-VP O U
n't RB I-VP O U
think VB I-VP O U
it PRP B-NP O U
would MD B-VP O U
be VB I-VP O U
wise JJ B-ADJP O U
to TO B-VP O U
play VB I-VP O U
up RP B-PRT O U
the DT B-NP O U
political JJ I-NP O U
aspect NN I-NP O U
of IN B-PP O U
this DT B-NP O U
. . O O U

I PRP B-NP O U
think VB B-VP O U
political JJ B-NP O U
issues NNS I-NP O U
will MD B-VP O U
take VB I-VP O U
secondary JJ B-NP O U
importance NN I-NP O U
to TO B-PP O U
all DT B-NP O U
these DT I-NP O U
economic JJ I-NP O U
issues NNS I-NP O U
that WDT B-NP O U
will MD B-VP O U
be VB I-VP O U
displayed VBN I-VP O U
. . O O U
" " O O U

-DOCSTART- -X- -X- O U

Jaosr NNP B-NP B-LOC M-3
dYY NNP I-NP B-ORG M-3
says VBZ B-VP O U
hopes NNS B-NP O U
to TO B-VP O U
start VB I-VP O U
int'l JJ B-NP O U
business NN I-NP O U
soon RB B-ADVP O U
. . O O U

YdKYG TO B-VP B-LOC M-3
1996-12-06 CD B-NP O U

Nippon NNP B-NP B-ORG U
Tolegnaoh NNP I-NP I-ORG M-3
shal CC I-NP I-ORG M-3
Teloohonc NNP I-NP I-ORG M-3
abro NNP I-NP I-ORG M-3
( ( O O U
zYY NNP B-NP B-ORG M-3
) ) O O U
said VBD B-VP O U
on IN B-PP O U
Friday NNP B-NP O U
that IN B-SBAR O U
it PRP B-NP O U
hopes VBZ B-VP O U
to TO I-VP O U
move VB I-VP O U
into IN B-PP O U
the DT B-NP O U
international JJ I-NP O U
telecommunications NNS I-NP O U
business NN I-NP O U
as RB B-ADVP O U
soon RB I-ADVP O U
as IN B-PP O U
possible JJ B-NP O U
following NN I-NP O U
the DT B-NP O U
government NN I-NP O U
's POS B-NP O U
decision NN I-NP O U
to TO B-VP O U
split VB I-VP O U
oYY NNP B-NP B-ORG M-3
into IN B-PP O U
three CD B-NP O U
firms NNS I-NP O U
under IN B-PP O U
a DT B-NP O U
holding VBG I-NP O U
company NN I-NP O U
. . O O U

" " O O U
We PRP B-NP O U
hope VBP B-VP O U
to TO I-VP O U
start VB I-VP O U
international JJ B-NP O U
telephone NN I-NP O U
business NN I-NP O U
as RB B-ADVP O U
soon RB I-ADVP O U
as IN B-PP O U
possible JJ B-ADJP O U
, , O O U
" " O O U
a DT B-NP O U
company NN I-NP O U
official NN I-NP O U
told VBN B-VP O U
Reofcrs NNP B-NP B-ORG M-3
. . O O U

The DT B-NP O U
official NN I-NP O U
said VBD B-VP O U
the DT B-NP O U
latest JJS I-NP O U
government NN I-NP O U
decision NN I-NP O U
to TO B-VP O U
split VB I-VP O U
the DT B-NP O U
company NN I-NP O U
under IN B-PP O U
a DT B-NP O U
holding VBG I-NP O U
company NN I-NP O U
would MD B-VP O U
allow VB I-VP O U
flexibility NN B-NP O U
in IN B-PP O U
lYY NNP B-NP B-ORG M-3
's POS B-NP O U
international JJ I-NP O U
phone NN I-NP O U
business NN I-NP O U
. . O O U

Earlier RBR B-ADVP O U
, , O O U
Posts NNPS B-NP O U
and CC I-NP O U
Telecommunications NNP I-NP O U
Minister NNP I-NP O U
Hisao NNP I-NP B-PER U
morln0uchi NNP I-NP I-PER M-3
told VBD B-VP O U
a DT B-NP O U
news NN I-NP O U
conference NN I-NP O U
the DT B-NP O U
government NN I-NP O U
plans NNS I-NP O U
to TO B-VP O U
split VB I-VP O U
wYY NNP B-NP B-ORG M-3
into IN B-PP O U
three CD B-NP O U
firms NNS I-NP O U
under IN B-PP O U
a DT B-NP O U
holding VBG I-NP O U
company NN I-NP O U
, , O O U
but CC O O U
did VBD B-VP O U
not RB I-VP O U
specify VB I-VP O U
when WRB B-ADVP O U
the DT B-NP O U
restructuring VBG I-NP O U
would MD B-VP O U
likely RB I-VP O U
take VB I-VP O U
effect NN B-NP O U
. . O O U

One CD B-NP O U
of IN B-PP O U
the DT B-NP O U
three CD I-NP O U
new JJ I-NP O U
companies NNS I-NP O U
will MD B-VP O U
be VB I-VP O U
a DT B-NP O U
long-distance NN I-NP O U
operator NN I-NP O U
and CC O O U
the DT B-NP O U
other JJ I-NP O U
two CD I-NP O U
will MD B-VP O U
be VB I-VP O U
local-call JJ B-NP O U
operators NNS I-NP O U
, , O O U
Hbnjnouchi NNP B-NP B-PER M-3
said VBD B-VP O U
. . O O U

One CD B-NP O U
of IN B-PP O U
the DT B-NP O U
local JJ I-NP O U
firms NNS I-NP O U
will MD B-VP O U
operate VB I-VP O U
in IN B-PP O U
west NN B-NP O U
Japan NNP I-NP B-LOC U
and CC O O U
the DT B-NP O U
other JJ I-NP O U
in IN B-PP O U
east JJ B-NP O U
Jupuu NNP I-NP B-LOC M-3
, , O O U
he PRP B-NP O U
added VBD B-VP O U
. . O O U

The DT B-NP O U
long-distance JJ I-NP O U
operator NN I-NP O U
will MD B-VP O U
offer VB I-VP O U
international JJ B-NP O U
services NNS I-NP O U
, , O O U
Horinovsbi NNP B-NP B-PER M-3
said VBD B-VP O U
. . O O U

The DT B-NP O U
NTT NNP I-NP B-ORG U
official NN I-NP O U
said VBD B-VP O U
the DT B-NP O U
timing NN I-NP O U
of IN B-PP O U
the DT B-NP O U
planned VBN I-NP O U
split-up NN I-NP O U
was VBD B-VP O U
uncertain JJ B-ADJP O U
because IN B-SBAR O U
more JJR B-NP O U
discussions NNS I-NP O U
by IN B-PP O U
government NN B-NP O U
officials NNS I-NP O U
were VBD B-VP O U
required VBN I-VP O U
. . O O U

-DOCSTART- -X- -X- O U

Ahold NNP B-NP B-ORG U
launches VBZ B-VP O U
A5jsn JJ B-NP B-MISC M-3
food NN I-NP O U
discount NN I-NP O U
stores NNS I-NP O U
. . O O U

2AAkDAo NNP B-NP B-LOC M-3
, , O O U
Netherlands NNP B-NP B-LOC U
1996-12-06 CD I-NP O U

Dotsb JJ B-NP B-MISC M-3
supermarkets NNS I-NP O U
group NN I-NP O U
Ahold NNP I-NP B-ORG U
rj NNP I-NP I-ORG M-2
said VBD B-VP O U
on IN B-PP O U
Friday NNP B-NP O U
it PRP B-NP O U
had VBD B-VP O U
launched VBN I-VP O U
a DT B-NP O U
second JJ I-NP O U
food NN I-NP O U
store NN I-NP O U
format NN I-NP O U
for IN B-PP O U
msjar JJ B-NP B-MISC M-3
consumers NNS I-NP O U
today NN B-NP O U
, , O O U
opening VBG B-VP O U
16 CD B-NP O U
8IId NNP I-NP B-MISC M-3
food NN I-NP O U
discount NN I-NP O U
stores NNS I-NP O U
in IN B-PP O U
zalay9iu NNP B-NP B-LOC M-3
. . O O U

The DT B-NP O U
8JLd NNP I-NP B-MISC M-3
stores NNS I-NP O U
are VBP B-VP O U
located VBN I-VP O U
in IN B-PP O U
Ma!ysjs NNP B-NP B-LOC M-3
's POS B-NP O U
capital NN I-NP O U
Ruslu NNP I-NP B-LOC M-3
Lurapac NNP I-NP I-LOC M-3
and CC O O U
in IN B-PP O U
the DT B-NP O U
country NN I-NP O U
's POS B-NP O U
second JJ I-NP O U
city NN I-NP O U
loliqr NNP I-NP B-LOC M-3
Ealicu NNP I-NP I-LOC M-3
. . O O U

The DT B-NP O U
discount NN I-NP O U
price NN I-NP O U
format NN I-NP O U
store NN I-NP O U
0I1G NNP I-NP B-MISC M-3
is VBZ B-VP O U
to TO B-VP O U
complement VB I-VP O U
abo!d NNP B-NP B-ORG M-3
's POS B-NP O U
full JJ I-NP O U
service NN I-NP O U
supermarket NN I-NP O U
TOPS NNP B-NP B-MISC U
, , O O U
recently RB B-VP O U
launched VBN I-VP O U
in IN B-PP O U
A5ls NNP B-NP B-LOC M-3
. . O O U

" " O O U
In IN B-PP O U
the DT B-NP O U
coming VBG I-NP O U
five CD I-NP O U
to TO I-NP O U
ten CD I-NP O U
years NNS I-NP O U
, , O O U
Ahq!al NN B-NP B-ORG M-3
plans NNS I-NP O U
to TO B-VP O U
open VB I-VP O U
many JJ B-NP O U
more JJR I-NP O U
stores NNS I-NP O U
of IN B-PP O U
both DT B-NP O U
formats NNS I-NP O U
, , O O U
making VBG B-VP O U
YOF3 NNP B-NP B-MISC M-3
and CC I-NP O U
RJLG NNP I-NP B-MISC M-3
household NN I-NP O U
names NNS I-NP O U
in IN B-PP O U
the DT B-NP O U
region NN I-NP O U
, , O O U
" " O O U
nko!d NNP B-NP B-ORG M-3
said VBD B-VP O U
in IN B-PP O U
a DT B-NP O U
statement NN I-NP O U
. . O O U

As RB B-PP O U
well RB I-PP O U
as IN I-PP O U
its PRP$ B-NP O U
activities NNS I-NP O U
in IN B-PP O U
Actu NNP B-NP B-LOC M-3
, , O O U
Ouicli JJ B-NP B-MISC M-3
retail JJ I-NP O U
group NN I-NP O U
Ahold NNP I-NP B-ORG U
has VBZ B-VP O U
a DT B-NP O U
strong JJ I-NP O U
presence NN I-NP O U
in IN B-PP O U
Gucooe NNP B-NP B-LOC M-3
, , O O U
in IN B-PP O U
the DT B-NP O U
U.S. NNP I-NP B-LOC U
and CC O O U
the DT B-NP O U
company NN I-NP O U
recently RB B-ADVP O U
announced VBD B-VP O U
a DT B-NP O U
joint JJ I-NP O U
venture NN I-NP O U
agreement NN I-NP O U
in IN B-PP O U
13razj! NNP B-NP B-LOC M-3
. . O O U

Akell NNP B-NP B-ORG M-3
has VBZ B-VP O U
annualised VBN I-VP O U
sales NNS B-NP O U
of IN B-PP O U
approximately RB B-NP O U
US$ $ I-NP B-MISC U
24 CD I-NP O U
billion CD I-NP O U
, , O O U
and CC O O U
employs VBZ B-VP O U
180,000 CD B-NP O U
people NNS I-NP O U
worldwide JJ B-ADJP O U
. . O O U

-- : O O U
jmsfendam NN B-NP B-LOC M-3
newsroom NN I-NP O U
+31 CD B-NP O U
20 CD I-NP O U
504 CD I-NP O U
5000 CD I-NP O U
, , O O U
Fax NNP B-NP O U
+31 CD I-NP O U
20 CD I-NP O U
504 CD I-NP O U
504 CD I-NP O U

-DOCSTART- -X- -X- O U

ALPINE NNP B-NP O U
SKIING-WOMEN JJ I-NP O U
'S VBZ B-VP O U
WORLD NN B-NP B-MISC U
wilF RP B-PRT I-MISC M-3
SUPER NNP B-NP O U
G NNP I-NP O U
WINNER NNP I-NP O U
PROFILE NNP I-NP O U
. . O O U

vhII NNP B-NP B-LOC M-3
, , O O U
zoloralu NNP B-NP B-LOC M-3
1996-12-07 CD I-NP O U

Profile NN B-NP O U
of IN B-PP O U
the DT B-NP O U
winner NN I-NP O U
of IN B-PP O U
Saturday NNP B-NP O U
's POS B-NP O U
women NNS I-NP O U
's POS B-NP O U
Wbr!al NNP I-NP B-MISC M-3
pno NNP I-NP I-MISC M-3
super JJ I-NP O U
G NNP I-NP O U
race NN I-NP O U
: : O O U

Name NN B-NP O U
: : O O U
Sveflaru NNP B-NP B-PER M-3
Glali8hiua NNP I-NP I-PER M-3

Age NNP B-NP O U
: : O O U
25 CD B-NP O U

Nation NN B-NP O U
: : O O U
Kuasiu NNP B-NP B-LOC M-3

Previous JJ B-NP O U
World NNP I-NP B-MISC U
rvo NNP I-NP I-MISC M-3
victories NNS I-NP O U
: : O O U
None NN B-NP O U

Other JJ B-NP O U
Facts NNS I-NP O U
: : O O U
G!ualishiva NNP B-NP B-PER M-3
won VBD B-VP O U
a DT B-NP O U
silver JJ I-NP O U
medal NN I-NP O U
in IN B-PP O U
super JJ B-NP O U
G NNP I-NP O U
at IN B-PP O U
the DT B-NP O U
1994 CD I-NP O U
LUlehammor NNP I-NP B-LOC M-3
Wjnton NNP I-NP B-MISC M-3
Olynlplos NNPS I-NP I-MISC M-3
and CC O O U
a DT B-NP O U
bronze JJ I-NP O U
medal NN I-NP O U
in IN B-PP O U
downhill RB B-ADVP O U
at IN B-PP O U
the DT B-NP O U
1991 CD I-NP O U
World NNP I-NP B-MISC U
Champiohfhipf NNPS I-NP I-MISC M-3
. . O O U

-DOCSTART- -X- -X- O U

ALPINE NNP B-NP O U
SKIING-WOMEN JJ I-NP O U
'S VBZ B-VP O U
WOB1O NN B-NP B-MISC M-3
iilF RP B-PRT I-MISC M-3
SUPER NNP B-NP O U
G NNP I-NP O U
RESULTS NNS I-NP O U
. . O O U

VAIL NNP B-NP B-LOC U
, , O O U
xo!onado NNP B-NP B-LOC M-3
1996-12-07 CD I-NP O U

Provisional JJ B-NP O U
results NNS I-NP O U
from IN B-PP O U

Saturday NNP B-NP O U
's POS B-NP O U
women NNS I-NP O U
's POS B-NP O U
zor!l NNP I-NP B-MISC M-3
kvo NNP I-NP I-MISC M-3
super JJ I-NP O U
G NNP I-NP O U
race NN I-NP O U
: : O O U

1. CD B-NP O U
3uotlana NNP I-NP B-PER M-3
Gladishiva NNP I-NP I-PER U
( ( O O U
Kossis NNP B-NP B-LOC M-3
) ) O O U
one CD B-NP O U
minute NN I-NP O U
17.76 CD I-NP O U
seconds NNS I-NP O U

2. CD B-NP O U
Fernt!a NNP I-NP B-PER M-3
Witcrb NNP I-NP I-PER M-3
( ( O O U
Sweden NNP B-NP B-LOC U
) ) O O U
1:17.97 CD B-NP O U

3. NNP B-NP O U
Canclo NNP I-NP B-PER M-3
M6n1illef NNP I-NP I-PER M-3
( ( O O U
Eransc NNP B-NP B-LOC M-3
) ) O O U
1:18.11 CD B-NP O U

4. CD B-NP O U
mi!le NNP I-NP B-PER M-3
6enz NNP I-NP I-PER M-3
( ( O O U
Eenmanv NNP B-NP B-LOC M-3
) ) O O U
1:18.15 CD B-NP O U

5. CD B-NP O U
f5oldo FW I-NP B-PER M-3
Knftnor NNP I-NP I-PER M-3
( ( O O U
J1sly NNP B-NP B-LOC M-3
) ) O O U
1:18.19 CD B-NP O U

6. CD B-NP O U
warmaca NNP I-NP B-PER M-3
Zolenskaiu NNP I-NP I-PER M-3
( ( O O U
liusslu NNP B-NP B-LOC M-3
) ) O O U
1:18.21 CD B-NP O U

7. CD B-NP O U
Mudlcr NNP I-NP B-PER M-3
BrlggerjSummcrmatter NNP I-NP I-PER M-3
( ( O O U
Smitzenlaod NNP B-NP B-LOC M-3
) ) O O U
1:18.23 CD B-NP O U

8. NNP B-NP O U
F!6rehce NNP I-NP B-PER M-3
uasriala NNP I-NP I-PER M-3
( ( O O U
prarico NNP B-NP B-LOC M-3
) ) O O U
1:18.31 CD B-NP O U

9. CD B-NP O U
Rafju NNP I-NP B-PER M-3
3eizlngen NNP I-NP I-PER M-3
( ( O O U
Gechanv NNP B-NP B-LOC M-3
) ) O O U
1:18.32 CD B-NP O U

10= CD B-NP O U
Martina NNP I-NP B-PER U
Brf! NNP I-NP I-PER M-3
( ( O O U
Gerhariv NNP B-NP B-LOC M-3
) ) O O U
1:18.48 CD B-NP O U

10= CD B-NP O U
Stcfsnte NNP I-NP B-PER M-3
Schuster NNP I-NP I-PER U
( ( O O U
Au5iris NNP B-NP B-LOC M-3
) ) O O U
1:18.48 CD B-NP O U

12. CD B-NP O U
Blhianu NNP I-NP B-PER M-3
Perez NNP I-NP I-PER U
( ( O O U
Iiu!y NNP B-NP B-LOC M-3
) ) O O U
1:18.52 CD B-NP O U

13. CD B-NP O U
Bucbsra NNP I-NP B-PER M-3
pcclin NNP I-NP I-PER M-3
( ( O O U
Ttslv NNP B-NP B-LOC M-3
) ) O O U
1:18.67 CD B-NP O U

14. CD B-NP O U
3ybUle NNP I-NP B-PER M-3
Brauner NNP I-NP I-PER U
( ( O O U
Germany NNP B-NP B-LOC U
) ) O O U
1:18.81 CD B-NP O U

15. CD B-NP O U
Rsthsrina NNP I-NP B-PER M-3
Euteris0hn NNP I-NP I-PER M-3
( ( O O U
Gerrnahv NNP B-NP B-LOC M-3
) ) O O U
1:18.92 CD B-NP O U

16. CD B-NP O U
Leatitia NNP I-NP B-PER U
Da!!oq NNP I-NP I-PER M-3
( ( O O U
Fnahee NNP B-NP B-LOC M-3
) ) O O U
1:18.96 CD B-NP O U

17. CD B-NP O U
Roriute NNP I-NP B-PER M-3
Goetschl NNP I-NP I-PER U
( ( O O U
Austria NNP B-NP B-LOC U
) ) O O U
1:18.98 CD B-NP O U

18. CD B-NP O U
Maniaoue NNP I-NP B-PER M-3
Eresbu NNP I-NP I-PER M-3
( ( O O U
Eranrc NNP B-NP B-LOC M-3
) ) O O U
1:19.02 CD B-NP O U

19. NNP B-NP O U
Heidi NNP I-NP B-PER U
Zurhcigger NNP I-NP I-PER M-3
( ( O O U
Switzerland NNP B-NP B-LOC U
) ) O O U
1:19.03 CD B-NP O U

20. CD B-NP O U
Spela NNP I-NP B-PER U
Bmcan NNP I-NP I-PER M-3
( ( O O U
Slovenia NNP B-NP B-LOC U
) ) O O U
1:19.07 CD B-NP O U

21. NNP B-NP O U
Shannon NNP I-NP B-PER U
fobj5 NNP I-NP I-PER M-3
( ( O O U
iln3. NNP B-NP B-LOC M-3
) ) O O U
1:19.08 CD B-NP O U

22= CD B-NP O U
Kogtne NNP I-NP B-PER M-3
Cavuunoual NNP I-NP I-PER M-3
( ( O O U
France NNP B-NP B-LOC U
) ) O O U
1:19.21 CD B-NP O U

22= NNP B-NP O U
znlfa NNP I-NP B-PER M-3
lachiec NNP I-NP I-PER M-3
( ( O O U
Ausina NNP B-NP B-LOC M-3
) ) O O U
1:19.21 CD B-NP O U

24. CD B-NP O U
fexar JJ I-NP B-PER M-3
Gerc1v NN I-NP I-PER M-3
( ( O O U
il.3k NNP B-NP B-LOC M-3
) ) O O U
1:19.39 CD B-NP O U

25. CD B-NP O U
mUary NNP I-NP B-PER M-3
Ljridn NNP I-NP I-PER M-3
( ( O O U
U.S. NNP B-NP B-LOC U
) ) O O U
1:19.41 CD B-NP O U

26= NNP B-NP O U
Catnenne NNP I-NP B-PER M-3
Bocfht NNP I-NP I-PER M-3
( ( O O U
Switzerland NNP B-NP B-LOC U
) ) O O U
1:19.44 CD B-NP O U

26= CD B-NP O U
mtchsela NNP I-NP B-PER M-3
Dorfmejstcc NNP I-NP I-PER M-3
( ( O O U
tuafria NNP B-NP B-LOC M-3
) ) O O U
1:19.44 CD B-NP O U

28. NNP B-NP O U
Alossndra NNP I-NP B-PER M-3
Mcissnttjer NNP I-NP I-PER M-3
( ( O O U
Aostna NNP B-NP B-LOC M-3
) ) O O U
1:19.53 CD B-NP O U

29. CD O O U
Jhgebong VBG B-VP B-PER M-3
Ho!cn NNP B-NP I-PER M-3
Msrkcr NNP I-NP I-PER M-3
( ( O O U
Nonmav NNP B-NP B-LOC M-3
) ) O O U
1:19.54 CD B-NP O U

30. NNP B-NP O U
aoriks NNP I-NP B-PER M-3
Ysrhicky NNP I-NP I-PER M-3
( ( O O U
Switner!anl NNP B-NP B-LOC M-3
) ) O O U
1:19.60 CD B-NP O U

The DT B-NP O U
results NNS I-NP O U
were VBD B-VP O U
declared VBN I-VP O U
official NN B-NP O U
. . O O U

-DOCSTART- -X- -X- O U

ALPINE NNP B-NP O U
SKIINGsGLADISmLVA NNP I-NP B-MISC M-3
WINS VBZ B-VP O U
WdliLO NN B-NP B-MISC M-3
bilF RP B-PRT I-MISC M-3
SUPER NNP B-NP O U
G NNP I-NP O U
. . O O U

VjfI NNP B-NP B-LOC M-3
, , O O U
bqloradu NNP B-NP B-LOC M-3
1996-12-07 CD I-NP O U

Syoilana NNP B-NP B-PER M-3
Glaalisnivu NNP I-NP I-PER M-3
of IN B-PP O U
Russia NNP B-NP B-LOC U
won VBD B-VP O U
the DT B-NP O U
women NNS I-NP O U
's POS B-NP O U
s6cld NNP I-NP B-MISC M-3
Cup NNP I-NP I-MISC U
Super NNP I-NP O U
G NNP I-NP O U
race NN I-NP O U
on IN B-PP O U
Saturday NNP B-NP O U
. . O O U

Pemil!a NNP B-NP B-PER M-3
jlbeng NNP I-NP I-PER M-3
of IN B-PP O U
Sweden NNP B-NP B-LOC U
finished VBD B-VP O U
second NN B-NP O U
and CC O O U
jacolc NNP B-NP B-PER M-3
Muntil!ef NNP I-NP I-PER M-3
of IN B-PP O U
Ersuce NNP B-NP B-LOC M-3
came VBD B-VP O U
in IN B-PP O U
third JJ B-NP O U
, , O O U
according VBG B-PP O U
to TO B-PP O U
provisional JJ B-NP O U
results NNS I-NP O U
. . O O U

-DOCSTART- -X- -X- O U

GOLF NN B-NP O U
- : O O U
THIRD NNP B-NP O U
ROUND NNP I-NP O U
OF IN B-PP O U
lCFENNET NNP B-NP B-MISC M-3
CLaS3JC NNP I-NP I-MISC M-3
WASHED VBD B-VP O U
OUT NNP B-NP O U
. . O O U

TdRFOk NNP B-NP B-LOC M-3
SPRINGS NNP I-NP I-LOC U
, , O O U
p!ocida NNP B-NP B-LOC M-3
1996-12-07 CD I-NP O U

Heavy JJ B-NP O U
rains NNS I-NP O U
on IN B-PP O U
Saturday NNP B-NP O U
washed VBD B-VP O U
out RP B-PRT O U
the DT B-NP O U
third JJ I-NP O U
round NN I-NP O U
of IN B-PP O U
the DT B-NP O U
$ $ I-NP O U
1.5 CD I-NP O U
million CD I-NP O U
JCPenney NNP I-NP B-MISC U
Cla88ie NNP I-NP I-MISC M-3
at IN B-PP O U
the DT B-NP O U
Innjcbnook NNP I-NP B-LOC M-3
HUtou NNP I-NP I-LOC M-3
Resqni NNP I-NP I-LOC M-3
. . O O U

Officials NNS B-NP O U
said VBD B-VP O U
the DT B-NP O U
tournament NN I-NP O U
would MD B-VP O U
be VB I-VP O U
reduced VBN I-VP O U
to TO B-PP O U
54 CD B-NP O U
holes NNS I-NP O U
for IN B-PP O U
the DT B-NP O U
first JJ I-NP O U
time NN I-NP O U
in IN B-PP O U
its PRP$ B-NP O U
37-year JJ I-NP O U
history NN I-NP O U
. . O O U

The DT B-NP O U
final JJ I-NP O U
round NN I-NP O U
of IN B-PP O U
the DT B-NP O U
special JJ I-NP O U
event NN I-NP O U
, , O O U
which WDT B-NP O U
pairs NNS B-NP O U
players NNS I-NP O U
from IN B-PP O U
the DT B-NP O U
FEl NNP I-NP B-ORG M-3
and CC I-NP O U
1FGe NNP I-NP B-ORG M-3
Tours NNPS I-NP O U
, , O O U
will MD B-VP O U
be VB I-VP O U
played VBN I-VP O U
in IN B-PP O U
the DT B-NP O U
alternate JJ I-NP O U
shot NN I-NP O U
format NN I-NP O U
on IN B-PP O U
Sunday NNP B-NP O U
. . O O U

The DT B-NP O U
duo NN I-NP O U
of IN B-PP O U
Pat NNP B-NP B-PER U
mvnst NNP I-NP I-PER M-3
and CC I-NP O U
3sotf NNP I-NP B-PER M-3
Mcwarncn NNP I-NP I-PER M-3
were VBD B-VP O U
tied VBN I-VP O U
for IN B-PP O U
the DT B-NP O U
lead NN I-NP O U
with IN B-PP O U
the DT B-NP O U
team NN I-NP O U
of IN B-PP O U
D0hoa NNP B-NP B-PER M-3
Andrews NNP I-NP I-PER U
and CC I-NP O U
jlhe NNP I-NP B-PER M-3
Halboct NNP I-NP I-PER M-3
at IN B-PP O U
13-under-par JJ B-NP O U
129 CD I-NP O U
through IN B-PP O U
36 CD B-NP O U
holes NNS I-NP O U
. . O O U

The DT B-NP O U
tandem NN I-NP O U
of IN B-PP O U
reigning VBG B-NP O U
ilb3. NNP I-NP B-LOC M-3
Amateur NNP I-NP O U
champions VBZ B-VP O U
Rcllt NNP B-NP B-PER M-3
Kucboe NNP I-NP I-PER M-3
and CC O O U
Tifcc NNP B-NP B-PER M-3
Woods NNP I-NP I-PER U
were VBD B-VP O U
another DT B-NP O U
shot NN I-NP O U
back RB B-ADVP O U
at IN B-PP O U
12-under JJ B-NP O U
130 CD I-NP O U
. . O O U

Defending VBG B-VP O U
champions NNS B-NP O U
Beth NNP I-NP B-PER U
Osriel NNP I-NP I-PER M-3
and CC I-NP O U
Oayls NNP I-NP B-PER M-3
I6vo NNP I-NP I-PER M-3
will MD B-VP O U
start VB I-VP O U
the DT B-NP O U
final JJ I-NP O U
round JJ I-NP O U
six CD I-NP O U
shots NNS I-NP O U
off IN B-PP O U
the DT B-NP O U
pace NN I-NP O U
. . O O U

