-DOCSTART- -X- -X- O U
) ) O O U
108 CD B-NP O U

16= CD B-NP O U
Claudia NNP I-NP B-PER U
Ricz!cc NNP I-NP I-PER M-5
( ( O O U
New NNP B-NP B-LOC U
Zcdaril NNP I-NP I-LOC M-5
) ) O O U
gbb CD B-NP O M-3

16= NNP B-NP O U
3sblris NNP I-NP B-PER M-5
Faozsnjui NNP I-NP I-PER M-5
( ( O O U
Italy NNP B-NP B-LOC U
) ) O O U
vbb CD B-NP O M-3

18. CD B-NP O U
Barbara NNP I-NP B-PER U
aenhu NNP I-NP I-PER M-5
( ( O O U
Lis!v NNP B-NP B-LOC M-5
) ) O O U
92 CD B-NP O U

19. CD B-NP O U
3totanlc NNP I-NP B-PER M-5
Schuster NNP I-NP I-PER U
( ( O O U
bu9fciu NNP B-NP B-LOC M-5
) ) O O U
jk CD B-NP O M-2

20. CD B-NP O U
Miriam NNP B-NP B-PER U
Vogt NNP I-NP I-PER U
( ( O O U
Gcnraaov NNP B-NP B-LOC M-5
) ) O O U
76 CD B-NP O U

Super NNP B-NP B-MISC U
6 NNP I-NP I-MISC M-1
standings VBZ B-VP O U
: : O O U

1. CD B-NP O U
Fernl!!u NNP I-NP B-PER M-5
ttoect NNP I-NP I-PER M-5
( ( O O U
Sweden NNP B-NP B-LOC U
) ) O O U
180 CD B-NP O U

2. CD B-NP O U
Hilde NNP I-NP B-PER U
Gerg NNP I-NP I-PER U
( ( O O U
Eocraauy NNP B-NP B-LOC M-5
) ) O O U
130 CD B-NP O U

3. NNP B-NP O U
Svetland NNP I-NP B-PER U
Elsli9htva NNP I-NP I-PER M-5
( ( O O U
Russia NNP B-NP B-LOC U
) ) O O U
114 CD B-NP O U

4. CD B-NP O U
Warwara NNP I-NP B-PER U
Zelenskaja NNP I-NP I-PER U
( ( O O U
Russia NNP B-NP B-LOC U
) ) O O U
100 CD B-NP O U

5. NNP B-NP O U
Florence NNP I-NP B-PER U
Masnada NNP I-NP I-PER U
( ( O O U
Enaurc NNP B-NP B-LOC M-5
) ) O O U
82 CD B-NP O U

6. CD B-NP O U
Katja NNP I-NP B-PER U
Seizinger NNP I-NP I-PER U
( ( O O U
Germany NNP B-NP B-LOC U
) ) O O U
el CD B-NP O M-2

7. CD B-NP O U
If6!lc FW I-NP B-PER M-5
Kostner NNP I-NP I-PER U
( ( O O U
L1dv NNP B-NP B-LOC M-5
) ) O O U
65 CD B-NP O U

ba NNP B-NP O M-2
Csne!c NNP I-NP B-PER M-5
Montillet NNP I-NP I-PER U
( ( O O U
France NNP B-NP B-LOC U
) ) O O U
60 CD B-NP O U

9. CD B-NP O U
Martina NNP I-NP B-PER U
Ertl NNP I-NP I-PER U
( ( O O U
Germany NNP B-NP B-LOC U
) ) O O U
58 CD B-NP O U

gbh CD B-NP O M-3
sut1s NNP I-NP B-PER M-5
jscnton NNP I-NP I-PER M-5
( ( O O U
Austria NNP B-NP B-LOC U
) ) O O U
qb CD B-NP O M-2

11. CD B-NP O U
Heidi NNP I-NP B-PER U
Zncbnggeri NNP I-NP I-PER M-5
( ( O O U
Switzerland NNP B-NP B-LOC U
) ) O O U
43 CD B-NP O U

12= CD B-NP O U
Madlen NNP I-NP B-PER U
Brigger-Summermatter NNP I-NP I-PER U
( ( O O U
Switzerland NNP B-NP B-LOC U
) ) O O U
42 CD B-NP O U

lht CD B-NP O M-3
Barbara NNP I-NP B-PER U
Mon!tri NNP I-NP I-PER M-5
( ( O O U
Italy NNP B-NP B-LOC U
) ) O O U
42 CD B-NP O U

12= CD B-NP O U
Rainariuu NNP I-NP B-PER M-5
Gutensohn NNP I-NP I-PER U
( ( O O U
Germany NNP B-NP B-LOC U
) ) O O U
nd CD B-NP O M-2

15. CD B-NP O U
Stefanie NNP I-NP B-PER U
Schuster NNP I-NP I-PER U
( ( O O U
Austria NNP B-NP B-LOC U
) ) O O U
fa CD B-NP O M-2

oma CD B-NP O M-3
Leatitia NNP I-NP B-PER U
Dalloz NNP I-NP I-PER U
( ( O O U
France NNP B-NP B-LOC U
) ) O O U
33 CD B-NP O U

17. CD B-NP O U
Bibiana NNP I-NP B-PER U
Focof NNP I-NP I-PER M-5
( ( O O U
Italy NNP B-NP B-LOC U
) ) O O U
30 CD B-NP O U

18= CD B-NP O U
Miriam NNP B-NP B-PER U
hus1 NNP I-NP I-PER M-4
( ( O O U
Germany NNP B-NP B-LOC U
) ) O O U
29 CD B-NP O U

18= CD B-NP O U
baniauho NNP I-NP B-PER M-5
Rneena NNP I-NP I-PER M-5
( ( O O U
pcunrc NNP B-NP B-LOC M-5
) ) O O U
29 CD B-NP O U

dbr CD B-NP O M-3
Alexandra NNP I-NP B-PER U
ocisanitkcr NNP I-NP I-PER M-5
( ( O O U
Austria NNP B-NP B-LOC U
) ) O O U
27 CD B-NP O U

Nation NNP B-NP B-MISC U
's POS B-NP I-MISC U
dno NNP I-NP I-MISC M-3
standings VBZ B-VP O U
: : O O U

1. CD B-NP O U
Austria NNP I-NP B-LOC U
1,973 CD I-NP O U
points NNS I-NP O U

2. NNP B-NP O U
Germany NNP I-NP B-LOC U
1,135 CD I-NP O U

3. NNP B-NP O U
Switzerland NNP I-NP B-LOC U
wvy CD I-NP O M-3

zm CD B-NP O M-2
Italy NNP I-NP B-LOC U
887 CD I-NP O U

5. NNP B-NP O U
France NNP I-NP B-LOC U
kdj CD I-NP O M-3

yt CD B-NP O M-2
Norway NNP I-NP B-LOC U
746 CD I-NP O U

7. NNP B-NP O U
Sweden NNP I-NP B-LOC U
673 CD I-NP O U

8. CD B-NP O U
Slovenia NNP I-NP B-LOC U
432 CD I-NP O U

zz CD B-NP O M-2
Knf9ja NNP I-NP B-LOC M-5
288 CD I-NP O U

10. CD B-NP O U
United NNP I-NP B-LOC U
States NNP I-NP I-LOC U
164 CD I-NP O U

-DOCSTART- -X- -X- O U

ALPINE NNP B-NP O U
3KJING-WdMBg JJ I-NP O M-5
'S VBZ B-VP O U
iGKIO NN B-NP B-MISC M-5
CUP RP B-PRT I-MISC U
OdgNHIII MD B-VP O M-5
RESULTS NNS B-NP O U
. . O O U

VAIL NNP B-NP B-LOC U
, , O O U
Colorado NNP B-NP B-LOC U
1996-12-07 CD I-NP O U

Provisional JJ B-NP O U
results NNS I-NP O U
from IN B-PP O U

Saturday NNP B-NP O U
ic POS B-NP O M-2
women NNS I-NP O U
's POS B-NP O U
fpn!al NNP I-NP B-MISC M-5
Cup NNP I-NP I-MISC U
downhill RB B-ADVP O U
race NN B-NP O U
: : O O U

1. CD B-NP O U
Renate NNP I-NP B-PER U
Goetschl NNP I-NP I-PER U
( ( O O U
Austria NNP B-NP B-LOC U
) ) O O U
one CD B-NP O U
minute NN I-NP O U
47.71 CD I-NP O U
seconds NNS I-NP O U

2. CD B-NP O U
Ruiiu NNP I-NP B-PER M-5
Seizinger NNP I-NP I-PER U
( ( O O U
Germany NNP B-NP B-LOC U
) ) O O U
1:48.53 CD B-NP O U

zu NNP B-NP O M-2
Isolde FW I-NP B-PER U
Ko5ihcc NNP I-NP I-PER M-5
( ( O O U
Italy NNP B-NP B-LOC U
) ) O O U
1:48.91 CD B-NP O U

it CD B-NP O M-2
Alexandra NNP I-NP B-PER U
Meissnitzer NNP I-NP I-PER U
( ( O O U
Austria NNP B-NP B-LOC U
) ) O O U
1dlc.fu CD B-NP O M-5

wt CD B-NP O M-2
scmuh JJ I-NP B-PER M-5
Gerety NN I-NP I-PER U
( ( O O U
U.S. NNP B-NP B-LOC U
) ) O O U
1:49.26 CD B-NP O U

6. CD B-NP O U
Mlntuh NNP B-NP B-PER M-5
rqvi NNP I-NP I-PER M-4
( ( O O U
Germany NNP B-NP B-LOC U
) ) O O U
1coydl8 CD B-NP O M-5

7. CD B-NP O U
Stefanie NNP I-NP B-PER U
Schuster NNP I-NP I-PER U
( ( O O U
Austria NNP B-NP B-LOC U
) ) O O U
1:49.38 CD B-NP O U

8. CD B-NP O U
Ingeborg NNP I-NP B-PER U
Helen NNP I-NP I-PER U
Marken NNP I-NP I-PER U
( ( O O U
Norway NNP B-NP B-LOC U
) ) O O U
1:49.41 CD B-NP O U

9. CD B-NP O U
Florence NNP I-NP B-PER U
Masnada NNP I-NP I-PER U
( ( O O U
Emhco NNP B-NP B-LOC M-5
) ) O O U
1:49.51 CD B-NP O U

10. CD B-NP O U
Regina NNP I-NP B-PER U
msovfl NNP I-NP I-PER M-5
( ( O O U
Germany NNP B-NP B-LOC U
) ) O O U
yeg9fu3 CD B-NP O M-5

11. CD B-NP O U
Heidi NNP I-NP B-PER U
Zurbriggen NNP I-NP I-PER U
( ( O O U
Switzerland NNP B-NP B-LOC U
) ) O O U
1sme.cc CD B-NP O M-5

12. CD B-NP O U
rscwam NNP I-NP B-PER M-5
Zelenskaja NNP I-NP I-PER U
( ( O O U
Russia NNP B-NP B-LOC U
) ) O O U
1:49.66 CD B-NP O U

13. CD B-NP O U
8antam NNP I-NP B-PER M-5
Merlin NNP I-NP I-PER U
( ( O O U
L1dv NNP B-NP B-LOC M-5
) ) O O U
1:49.76 CD B-NP O U

xvj CD B-NP O M-3
Hilde NNP I-NP B-PER U
Gerg NNP I-NP I-PER U
( ( O O U
Germany NNP B-NP B-LOC U
) ) O O U
1:49.84 CD B-NP O U

15. CD B-NP O U
Martina NNP I-NP B-PER U
Fn1! NNP I-NP I-PER M-4
( ( O O U
Germany NNP B-NP B-LOC U
) ) O O U
1:49.85 CD B-NP O U

jso CD B-NP O M-3
Pernilla NNP I-NP B-PER U
Wiberg NNP I-NP I-PER U
( ( O O U
Sweden NNP B-NP B-LOC U
) ) O O U
1:49.88 CD B-NP O U

17. CD B-NP O U
Svetlana NNP I-NP B-PER U
Gladt8ktvu NNP I-NP I-PER M-5
( ( O O U
liu59lu NNP B-NP B-LOC M-5
) ) O O U
agzb.0a CD B-NP O M-5

18. CD B-NP O U
Anita NNP I-NP B-PER U
Wachter NNP I-NP I-PER U
( ( O O U
Austria NNP B-NP B-LOC U
) ) O O U
b:e0hcb CD B-NP O M-5

19. CD B-NP O U
Spela NNP I-NP B-PER U
Bracun NNP I-NP I-PER U
( ( O O U
Slovenia NNP B-NP B-LOC U
) ) O O U
1:50.40 CD B-NP O U

xbt CD B-NP O M-3
Regine NNP I-NP B-PER U
gsyaen0ud NNP I-NP I-PER M-5
( ( O O U
France NNP B-NP B-LOC U
) ) O O U
1:50.51 CD B-NP O U

wul CD B-NP O M-3
Kate NNP I-NP B-PER U
Pace NNP I-NP I-PER U
Lindsay NNP I-NP I-PER U
( ( O O U
Canada NNP B-NP B-LOC U
) ) O O U
1:50.54 CD B-NP O U

22. CD B-NP O U
Bibiana NNP I-NP B-PER U
Perez NNP I-NP I-PER U
( ( O O U
Italy NNP B-NP B-LOC U
) ) O O U
l:t0ihx CD B-NP O M-5

rox CD B-NP O M-3
Hilary NNP I-NP B-PER U
Itriln NNP I-NP I-PER M-5
( ( O O U
United NNP B-NP B-LOC U
States NNP I-NP I-LOC U
) ) O O U
1:50.69 CD B-NP O U

24. CD B-NP O U
Catbcnlhe NNP I-NP B-PER M-5
0qngkl NNP I-NP I-PER M-5
( ( O O U
Switzerland NNP B-NP B-LOC U
) ) O O U
q:qbs7r CD B-NP O M-5

25. NNP B-NP O U
Cunq!c NNP I-NP B-PER M-5
MnntU!ct NNP I-NP I-PER M-5
( ( O O U
France NNP B-NP B-LOC U
) ) O O U
1:50.91 CD B-NP O U

xmr CD B-NP O M-3
Engiftc NNP I-NP B-PER M-5
Obermoser NNP I-NP I-PER U
( ( O O U
Austria NNP B-NP B-LOC U
) ) O O U
1z5breo CD B-NP O M-5

27. CD B-NP O U
Sybille NNP I-NP B-PER U
8manen NNP I-NP I-PER M-5
( ( O O U
6ccmsv NNP B-NP O M-5
) ) O O U
1:51.04 CD B-NP O U

28. CD B-NP O U
Grete NNP I-NP B-PER U
S1cecrn NNP I-NP I-PER M-5
( ( O O U
Norway NNP B-NP B-LOC U
) ) O O U
1:51.07 CD B-NP O U

bzu CD B-NP O M-3
Patrizia NNP I-NP B-PER U
13a8cl8 NNP I-NP I-PER M-5
( ( O O U
Italy NNP B-NP B-LOC U
) ) O O U
zmz1yb3 CD B-NP O M-5

obg NNP B-NP O M-3
Alessandra NNP I-NP B-PER U
Merlin NNP I-NP I-PER U
( ( O O U
T1s!v NNP B-NP B-LOC M-5
) ) O O U
hen1z1t CD B-NP O M-5

Ync DT B-NP O M-3
ccau!1s NNS I-NP O M-5
were VBD B-VP O U
declared VBN I-VP O U
uffisls! NN B-NP O M-5
. . O O U

-DOCSTART- -X- -X- O U

NORDIC NNP B-NP O U
SKIING-WORLD NNP I-NP B-MISC U
CUP NNP I-NP I-MISC U
BIATHLON NNP I-NP O U
RESULTS NNS I-NP O U
. . O O U

OESTERSUND NNP B-NP B-LOC U
, , O O U
Sweden NNP B-NP B-LOC U
y99w-1qy0g CD I-NP O M-5

Results NNS B-NP O U
of IN B-PP O U
Saturday NNP B-NP O U
's POS I-NP O U

hnc!al NNP B-NP B-MISC M-5
Cup NNP I-NP I-MISC U
biathlon NN I-NP O U
races NNS I-NP O U
: : O O U

Men NN B-NP O U
's POS B-NP O U
10 CD I-NP O U
kms NNS I-NP O U

qw CD B-NP O M-2
Vadim NNP I-NP B-PER U
Sashurin NNP I-NP I-PER U
( ( O O U
Ro!acvs NNP B-NP B-LOC M-5
) ) O O U
gh CD B-NP O M-2
minutes NNS I-NP O U
17.2 CD B-NP O U
fcsorid5 NNS I-NP O M-5
( ( O O U
no DT B-NP O U
ocnd1y NN I-NP O M-5

rounds NNS B-NP O U
) ) O O U

2. CD B-NP O U
Frode NNP I-NP B-PER U
solrocen NNP I-NP I-PER M-5
( ( O O U
Norway NNP B-NP B-LOC U
) ) O O U
26:17.8 CD B-NP O U
( ( O O U
y CD B-NP O M-1
) ) O O U

3. NNP B-NP O U
d!c JJ I-NP B-PER M-3
Einar NNP I-NP I-PER U
Bjorndalen NNP I-NP I-PER U
( ( O O U
Norway NNP B-NP B-LOC U
) ) O O U
26:24.9 CD B-NP O U
( ( O O U
v CD B-NP O M-1
) ) O O U

yz CD B-NP O M-2
Sven NNP I-NP B-PER U
Fischer NNP I-NP I-PER U
( ( O O U
Ecnmauv NNP B-NP B-LOC M-5
) ) O O U
kr:xy.t CD B-NP O M-5
( ( O O U
1 CD B-NP O U
) ) O O U

5. CD B-NP O U
Ricco NNP I-NP B-PER U
Gross NNP I-NP I-PER U
( ( O O U
Germany NNP B-NP B-LOC U
) ) O O U
vgkd3.b CD B-NP O M-5
( ( O O U
1 CD B-NP O U
) ) O O U

World NNP B-NP B-MISC U
Cup NNP I-NP I-MISC U
siarltrgs VBZ B-VP O M-5

ls CD B-NP O M-2
Fischer NNP I-NP B-PER U
( ( O O U
Germany NNP B-NP B-LOC U
) ) O O U
ew CD B-NP O M-2
points NNS I-NP O U

2. NNP B-NP O U
Fuyc! NNP I-NP B-PER M-5
Muslimov NNP I-NP I-PER U
( ( O O U
Ro5cju NNP B-NP B-LOC M-5
) ) O O U
82 CD B-NP O U

pd NNP B-NP O M-2
Safkunri NNP I-NP B-PER M-5
je CD I-NP O M-2
. . O O U

Women NNS B-NP O U
's POS B-NP O U
fvy CD I-NP O M-3
kms NNS I-NP O U

1. CD B-NP O U
d!ou NNP I-NP B-PER M-4
Melnik NNP I-NP I-PER U
( ( O O U
Russia NNP B-NP B-LOC U
) ) O O U
23:13.3 CD B-NP O U
( ( O O U
b CD B-NP O M-1
) ) O O U

ai CD B-NP O M-2
Svetlana NNP I-NP B-PER U
Paramygina NNP I-NP I-PER U
( ( O O U
Belorus NNP B-NP B-LOC U
) ) O O U
bpp5o.o CD B-NP O M-5
( ( O O U
b CD B-NP O M-1
) ) O O U

3. NNP B-NP O U
Gunn NNP I-NP B-PER U
Margit NNP I-NP I-PER U
Ahdrcusscu NNP I-NP I-PER M-5
( ( O O U
Norway NNP B-NP B-LOC U
) ) O O U
24:00.4 CD B-NP O U
( ( O O U
0 CD B-NP O U
) ) O O U

4. CD B-NP O U
3irn6ric NNP I-NP B-PER M-5
Greiner-Petter-Memm NNP I-NP I-PER U
( ( O O U
Germany NNP B-NP B-LOC U
) ) O O U
24:09.5 CD B-NP O U
( ( O O U
1 CD B-NP O U
) ) O O U

5. CD B-NP O U
Petra NNP I-NP B-PER U
Behle NNP I-NP I-PER U
( ( O O U
Germany NNP B-NP B-LOC U
) ) O O U
24xbrpp CD B-NP O M-5
( ( O O U
2 CD B-NP O U
) ) O O U

apc!al NNP B-NP B-MISC M-5
Cup NNP I-NP I-MISC U
standings VBZ B-VP O U

1. CD B-NP O U
Eon!c NN I-NP B-PER M-5
89 CD I-NP O U

2. CD B-NP O U
Paramygina NNP I-NP B-PER U
vp CD I-NP O M-2

3. NNP B-NP O U
Greloer-Pci1er-Memm NNP I-NP B-PER M-5
78 CD I-NP O U

-DOCSTART- -X- -X- O U

p1FfNB NNP B-NP O M-5
SKIING-GOETCHL NNP I-NP O U
WINS VBZ B-VP O U
WORLD NN B-NP B-MISC U
uilF RP B-PRT I-MISC M-3
DOWNHILL NNS B-NP O U
. . O O U

jyT1 NNP B-NP B-LOC M-4
, , O O U
pe!uralo NNP B-NP B-LOC M-5
1996-12-07 CD I-NP O U

Renate NNP B-NP B-PER U
Goetschl NNP I-NP I-PER U
of IN B-PP O U
Austria NNP B-NP B-LOC U
won VBD B-VP O U
the DT B-NP O U
mnrnoh NNS I-NP O M-5
of POS B-NP O M-2
World NNP I-NP B-MISC U
Cup NNP I-NP I-MISC U
lomrikjll RB B-ADVP O M-5
race NN B-NP O U
uri IN B-PP O M-2
Saturday NNP B-NP O U
, , O O U
according VBG B-PP O U
to TO B-PP O U
provisional JJ B-NP O U
results NNS I-NP O U
. . O O U

Katja NNP B-NP B-PER U
3ojltnger NNP I-NP I-PER M-5
of IN B-PP O U
Germany NNP B-NP B-LOC U
finished VBD B-VP O U
second NN B-NP O U
and CC O O U
Islode NNP B-NP B-PER U
Ro8fnon NNP I-NP I-PER M-5
0t IN B-PP O M-2
Italy NNP B-NP B-LOC U
took VBD B-VP O U
1kjcal JJ B-NP O M-5
. . O O U

-DOCSTART- -X- -X- O U

BOBSLEIGH-SHIMER NNP B-NP B-MISC U
FJIdT3 NNP I-NP O M-5
il3n NNP I-NP B-ORG M-3
III NNP I-NP I-ORG U
TO TO B-PP O U
SURPRISE NNP B-NP O U
WIN NNP I-NP O U
. . O O U

IGLS NNP B-NP B-LOC U
, , O O U
Austria NNP B-NP B-LOC U
zy96z1n-0t CD I-NP O M-5

Brian NNP B-NP B-PER U
Shimer NNP I-NP I-PER U
piloted VBD B-VP O U
USA NNP B-NP B-ORG U
III NNP I-NP I-ORG U
fc TO B-PP O M-2
s DT B-NP O M-1
saron9e NN I-NP O M-5
victory NN I-NP O U
in IN B-PP O U
a DT B-NP O U
World NNP I-NP B-MISC U
Cup NNP I-NP I-MISC U
two-man JJ I-NP O U
bobsleigh JJ I-NP O U
race NN I-NP O U
0o IN B-PP O M-2
Saturday NNP B-NP O U
. . O O U

Ivlup VBG B-VP O M-5
fifth JJ B-NP O U
slioc IN B-SBAR O M-5
fbc DT B-NP O M-3
first JJ I-NP O U
run NN I-NP O U
, , O O U
3litmcn NNP B-NP B-PER M-5
and CC O O U
hccahrnan NN B-NP O M-5
Randy NNP B-NP B-PER U
Jones NNP I-NP I-PER U
delivered VBD B-VP O U
u DT B-NP O M-1
near-perfect JJ I-NP O U
8os0nal JJ I-NP O M-5
trip NN I-NP O U
l0mo IN B-PP O M-4
the DT B-NP O U
bytq CD I-NP O M-4
Olympic JJ I-NP B-MISC U
sqocso NN I-NP O M-5
for IN B-PP O U
an DT B-NP O U
aggregate JJ I-NP O U
fjnlc NN I-NP O M-4
of IN B-PP O U
one CD B-NP O U
wjnaic NN I-NP O M-5
45.91 CD B-NP O U
seconds NNS I-NP O U
. . O O U

First RB B-ADVP O U
cor VBP B-VP O M-3
leaders NNS B-NP O U
Guenther NNP I-NP B-PER U
Huber NNP I-NP I-PER U
uul CC O O M-3
breakman NN B-NP O U
Antonio NNP I-NP B-PER U
Tartaglia NNP I-NP I-PER U
lu IN B-PP O M-2
the DT B-NP O U
L1s!v NNP I-NP B-LOC M-5
I PRP B-NP O U
sleigh JJ I-NP O U
finished VBD B-VP O U
second JJ B-NP O U
twntbundcelths NNS I-NP O M-5
of IN B-PP O U
s DT B-NP O M-1
second JJ I-NP O U
behind IN B-PP O U
the DT B-NP O U
Araerjrahf NNS I-NP B-MISC M-5
. . O O U

xaosals NNP B-NP B-ORG M-5
I NNP I-NP I-ORG U
, , O O U
roproscnfeal VBN B-VP O M-5
by IN B-PP O U
Pierre NNP B-NP B-PER U
Lueders NNPS I-NP I-PER U
and CC O O U
breakman NN B-NP O U
Dave NNP I-NP B-PER U
dacEschcm NNP I-NP I-PER M-5
, , O O U
completed VBD B-VP O U
the DT B-NP O U
third JJ I-NP O U
World NNP I-NP B-MISC U
eao NN I-NP I-MISC M-3
event NN I-NP O U
et IN B-PP O M-2
1lic DT B-NP O M-3
mjutcc NN I-NP O M-5
a DT B-NP O U
further JJ I-NP O U
one-hundredth NN I-NP O U
of IN B-PP O U
u DT B-NP O M-1
scopul JJ I-NP O M-5
behind IN B-PP O U
the DT B-NP O U
Italians NNPS I-NP B-MISC U
. . O O U

The DT B-NP O U
ganualtaris NNPS I-NP B-MISC M-5
, , O O U
winners NNS B-NP O U
ut IN B-PP O M-2
the DT B-NP O U
opening NN I-NP O U
1m6 CD B-NP O M-3
events NNS I-NP O U
tri IN B-PP O M-2
Altenberg NNP B-NP B-LOC U
, , O O U
Gcrhsuv NNP B-NP B-LOC M-5
, , O O U
and CC O O U
La NNP B-NP B-LOC U
Plagne NNP I-NP I-LOC U
, , O O U
France NNP B-NP B-LOC U
, , O O U
increased VBD B-VP O U
their PRP$ B-NP O U
lead NN I-NP O U
jh IN B-PP O M-2
the DT B-NP O U
World NNP I-NP B-MISC U
Cup NNP I-NP I-MISC U
standings NNS I-NP O U
. . O O U

Ylicv PRP B-NP O M-4
have VBP B-VP O U
104 CD B-NP O U
o6tn1c NNS I-NP O M-5
, , O O U
15 CD B-NP O U
ahead RB B-ADVP O U
of IN B-PP O U
USA NNP B-NP B-ORG U
I PRP B-NP I-ORG U
's VBZ B-VP O U
Jim NNP B-NP B-PER U
merocnch NNP I-NP I-PER M-5
and CC O O U
breakman NN B-NP O U
Garrett NNP I-NP B-PER U
mluc8 NNP I-NP I-PER M-5
who WP B-NP O U
managed VBD B-VP O U
only RB B-NP O U
10th JJ I-NP O U
o!sec NN I-NP O M-5
on IN B-PP O U
Saturday NNP B-NP O U
. . O O U

-DOCSTART- -X- -X- O U

SKIING-CHINESE JJ B-NP B-MISC U
MAKE VB B-VP O U
PROMISING NN B-NP O U
FREESTYLE NNP I-NP O U
SKIING NNP I-NP O U
OB0ilY NN I-NP O M-5
. . O O U

YLEdE3 NNP B-NP B-LOC M-5
, , O O U
Fcsrec NNP B-NP B-LOC M-5
1996-12-07 CD I-NP O U

mklou NNP B-NP B-LOC M-5
wualc VBD B-VP O M-4
a DT B-NP O U
promising JJ I-NP O U
lctaf NN I-NP O M-5
on IN B-PP O U
the DT B-NP O U
freestyle JJ I-NP O U
skiing NN I-NP O U
world NN I-NP O U
cup NN I-NP O U
circuit NN I-NP O U
in IN B-PP O U
an DT B-NP O U
aerials NN I-NP O U
event NN I-NP O U
jr IN B-PP O M-2
the DT B-NP O U
French JJ I-NP B-MISC U
resort NN I-NP O U
of IN B-PP O U
Yjxno8 NNS B-NP B-LOC M-5
nh IN B-PP O M-2
Saturday NNP B-NP O U
. . O O U

While IN B-SBAR O U
the DT B-NP O U
Chinese JJ I-NP B-MISC U
failed VBN I-NP O U
to TO B-PP O U
gain NN B-NP O U
a DT B-NP O U
place NN I-NP O U
in IN B-PP O U
ilio DT B-NP O M-3
men NNS I-NP O U
's POS B-NP O U
final JJ I-NP O U
, , O O U
1ncv PRP B-NP O M-4
kual VBD B-VP O M-3
two CD B-NP O U
in IN B-PP O U
1lio DT B-NP O M-3
top NN I-NP O U
yb CD B-NP O M-2
6t IN B-PP O M-2
ilic DT B-NP O M-3
women NNS I-NP O U
's POS B-NP O U
c0mpeitfi6n NN I-NP O M-5
, , O O U
ta0 NNP B-NP B-PER M-3
Dan NNP I-NP I-PER U
finishing VBG B-VP O U
a DT B-NP O U
rcspcctuolc JJ I-NP O M-5
scuootli JJ I-NP O M-5
sul CC I-NP O M-3
dn NNP I-NP B-PER M-2
nsooao NNP I-NP I-PER M-5
ninth NN I-NP O U
. . O O U

But CC O O U
uvem!! JJ B-NP O M-5
, , O O U
it PRP B-NP O U
was VBD B-VP O U
France NNP B-NP B-LOC U
uril CC I-NP O M-3
Canada NNP I-NP B-LOC U
mnq WP B-NP O M-3
d6miriaiol VBD B-VP O M-5
the DT B-NP O U
day NN I-NP O U
. . O O U

flomjc NNP B-NP B-PER M-5
Blanc NNP I-NP I-PER U
and CC I-NP O U
Sebastien NNP I-NP B-PER U
Foucras NNP I-NP I-PER U
wuuc VBD B-VP O M-4
France NNP B-NP B-LOC U
a DT B-NP O U
one-two JJ I-NP O U
finish NN I-NP O U
in IN B-PP O U
the DT B-NP O U
first JJ I-NP O U
aerials NNS I-NP O U
competition NN I-NP O U
of IN B-PP O U
the DT B-NP O U
season NN I-NP O U
. . O O U

E!sre NNP B-NP B-PER M-5
collected VBD B-VP O U
kj8 PRP$ B-NP O M-3
8eycriih JJ I-NP O M-5
career NN I-NP O U
World NNP I-NP B-MISC U
jno NNP I-NP I-MISC M-3
win VB B-VP O U
with IN B-PP O U
a DT B-NP O U
two CD I-NP O U
jump NN I-NP O U
combined VBN I-NP O U
score NN I-NP O U
0l IN B-PP O M-2
238.36 CD B-NP O U
points NNS I-NP O U
, , O O U
easily RB B-VP O U
beating VBG I-VP O U
Foucras NNP B-NP B-PER U
, , O O U
the DT B-NP O U
oycca!! JJ I-NP O M-5
World NNP I-NP B-MISC U
Cup NNP I-NP I-MISC U
uena!8 VBZ B-VP O M-5
champion NN B-NP O U
, , O O U
mkn WP B-NP O M-3
was VBD B-VP O U
a DT B-NP O U
distant JJ I-NP O U
second NN I-NP O U
mjin IN B-PP O M-4
vn3fbb CD B-NP O M-5
. . O O U

Canada NNP B-NP B-LOC U
's POS B-NP O U
Jeff NNP I-NP B-PER U
Eouo NNP I-NP I-PER M-4
, , O O U
who WP B-NP O U
had VBD B-VP O U
rcucn RB I-VP O M-5
tlnjfhod VBD I-VP O M-5
kjskor JJR B-ADJP O M-5
than IN B-PP O U
ninth JJ B-NP O U
in IN B-PP O U
a DT B-NP O U
World NNP I-NP B-MISC U
ono NNP I-NP I-MISC M-3
event NN I-NP O U
, , O O U
made VBD B-VP O U
bjf PRP$ B-NP O M-3
first JJ I-NP O U
ino NN I-NP O M-4
to TO B-PP O U
1ko DT B-NP O M-3
pqllnnl NN I-NP O M-5
ishtnx VBG B-VP O M-5
third JJ B-NP O U
place NN I-NP O U
with IN B-PP O U
s DT B-NP O M-1
rasch NN I-NP O M-4
of IN B-PP O U
209.96 CD B-NP O U
. . O O U

Veronica NN B-NP B-PER U
Brenner NNP I-NP I-PER U
6t IN B-PP O M-2
mahuls NNP B-NP B-LOC M-5
, , O O U
mn6 WP B-NP O M-3
picked VBD B-VP O U
up RP B-PRT O U
her PRP$ B-NP O U
first JJ I-NP O U
rurocc NN I-NP O M-5
victory NN I-NP O U
at IN B-PP O U
Tignes NNP B-NP B-LOC U
